ref_area,time,sex,obs_value_unempl_rate,obs_value_informal,obs_value_worked_hours,obs_value_NEET,obs_value_PKB,obs_value_economic_freedom_overall,Property Rights,Government Integrity,Judicial Effectiveness,Tax Burden,Government Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom,Financial Freedom
France,2020,Total,8.009,3.9,26995.321,12.701,122777.37,66.0,85.9,83.3,71.2,48.8,4.5,67.1,82.5,46.1,76.7,81.4,75.0,70.0
France,2021,Female,7.769,3.129,13647.068,10.394,126872.41,65.7,82.2,80.1,69.2,50.7,6.3,69.0,80.2,44.8,77.3,84.0,75.0,70.0
France,2021,Male,7.968,3.894,14282.566,12.534,126872.41,65.7,82.2,80.1,69.2,50.7,6.3,69.0,80.2,44.8,77.3,84.0,75.0,70.0
France,2021,Total,7.871,3.525,27929.633,11.483,126872.41,65.7,82.2,80.1,69.2,50.7,6.3,69.0,80.2,44.8,77.3,84.0,75.0,70.0
France,2022,Female,7.129,3.547,13884.692,10.244,128013.22,65.9,93.8,75.9,85.5,52.1,0.5,39.1,81.9,58.8,79.1,79.2,75.0,70.0
France,2022,Male,7.469,3.58,14510.775,12.823,128013.22,65.9,93.8,75.9,85.5,52.1,0.5,39.1,81.9,58.8,79.1,79.2,75.0,70.0
France,2022,Total,7.303,3.564,28395.467,11.557,128013.22,65.9,93.8,75.9,85.5,52.1,0.5,39.1,81.9,58.8,79.1,79.2,75.0,70.0
France,2023,Female,7.206,3.485,14014.94,10.39,129273.77,63.6,93.0,83.9,75.5,52.9,0.0,20.0,78.2,59.2,76.9,78.6,75.0,70.0
France,2023,Male,7.458,3.216,14573.642,13.162,129273.77,63.6,93.0,83.9,75.5,52.9,0.0,20.0,78.2,59.2,76.9,78.6,75.0,70.0
France,2023,Total,7.335,3.346,28588.583,11.804,129273.77,63.6,93.0,83.9,75.5,52.9,0.0,20.0,78.2,59.2,76.9,78.6,75.0,70.0
Germany,2015,Female,4.206,,18769.763,7.119,118471.15,73.8,90.0,78.0,,60.8,40.1,,88.2,51.2,81.5,88.0,90.0,70.0
Germany,2015,Male,4.963,,21473.476,5.413,118471.15,73.8,90.0,78.0,,60.8,40.1,,88.2,51.2,81.5,88.0,90.0,70.0
Germany,2015,Total,4.612,,40243.239,6.239,118471.15,73.8,90.0,78.0,,60.8,40.1,,88.2,51.2,81.5,88.0,90.0,70.0
Germany,2016,Female,3.723,,19219.206,7.427,119259.39,74.4,90.0,79.0,,61.5,41.3,,90.0,50.6,83.3,88.0,90.0,70.0
Germany,2016,Male,4.434,,22083.303,6.036,119259.39,74.4,90.0,79.0,,61.5,41.3,,90.0,50.6,83.3,88.0,90.0,70.0
Germany,2016,Total,4.104,,41302.509,6.701,119259.39,74.4,90.0,79.0,,61.5,41.3,,90.0,50.6,83.3,88.0,90.0,70.0
Germany,2017,Female,3.316,,19387.602,6.741,121224.76,73.8,82.9,77.7,79.5,61.9,41.4,89.9,86.6,42.8,85.9,87.0,80.0,70.0
Germany,2017,Male,4.181,,22277.564,5.836,121224.76,73.8,82.9,77.7,79.5,61.9,41.4,89.9,86.6,42.8,85.9,87.0,80.0,70.0
Germany,2017,Total,3.781,,41665.166,6.266,121224.76,73.8,82.9,77.7,79.5,61.9,41.4,89.9,86.6,42.8,85.9,87.0,80.0,70.0
Germany,2018,Female,2.903,,19490.967,6.596,121272.76,74.2,81.0,75.3,78.0,61.3,41.3,90.8,86.1,53.3,86.2,86.9,80.0,70.0
Germany,2018,Male,3.799,,22417.638,5.473,121272.76,74.2,81.0,75.3,78.0,61.3,41.3,90.8,86.1,53.3,86.2,86.9,80.0,70.0
Germany,2018,Total,3.384,,41908.604,6.011,121272.76,74.2,81.0,75.3,78.0,61.3,41.3,90.8,86.1,53.3,86.2,86.9,80.0,70.0
Germany,2019,Female,2.725,,19785.321,6.164,121267.65,73.5,79.9,81.3,75.4,60.8,42.3,91.8,83.3,52.8,77.9,86.0,80.0,70.0
Germany,2019,Male,3.542,,22606.761,5.095,121267.65,73.5,79.9,81.3,75.4,60.8,42.3,91.8,83.3,52.8,77.9,86.0,80.0,70.0
Germany,2019,Total,3.163,,42392.082,5.607,121267.65,73.5,79.9,81.3,75.4,60.8,42.3,91.8,83.3,52.8,77.9,86.0,80.0,70.0
Germany,2020,Female,3.488,4.5,19411.357,7.821,119146.82,73.5,80.5,82.8,74.3,60.9,42.2,92.9,82.8,53.0,76.7,86.4,80.0,70.0
Germany,2020,Male,4.223,3.598,22144.354,6.804,119146.82,73.5,80.5,82.8,74.3,60.9,42.2,92.9,82.8,53.0,76.7,86.4,80.0,70.0
Germany,2020,Total,3.881,4.013,41555.71,7.295,119146.82,73.5,80.5,82.8,74.3,60.9,42.2,92.9,82.8,53.0,76.7,86.4,80.0,70.0
Germany,2021,Female,3.14,2.345,19369.13,8.191,122755.33,72.5,78.8,81.5,69.8,60.4,40.3,92.8,82.4,53.0,77.2,84.0,80.0,70.0
Germany,2021,Male,3.987,1.608,22144.897,7.566,122755.33,72.5,78.8,81.5,69.8,60.4,40.3,92.8,82.4,53.0,77.2,84.0,80.0,70.0
Germany,2021,Total,3.594,1.946,41514.028,7.868,122755.33,72.5,78.8,81.5,69.8,60.4,40.3,92.8,82.4,53.0,77.2,84.0,80.0,70.0
Germany,2022,Female,2.872,2.711,19781.606,7.931,122248.29,76.1,95.7,89.4,95.3,59.9,34.5,90.4,87.2,52.3,79.5,79.2,80.0,70.0
Germany,2022,Male,3.368,2.303,22507.271,6.558,122248.29,76.1,95.7,89.4,95.3,59.9,34.5,90.4,87.2,52.3,79.5,79.2,80.0,70.0
Germany,2022,Total,3.137,2.49,42288.877,7.223,122248.29,76.1,95.7,89.4,95.3,59.9,34.5,90.4,87.2,52.3,79.5,79.2,80.0,70.0
Germany,2023,Female,2.858,,20187.788,7.871,120827.32,73.7,94.8,93.1,89.4,60.2,28.3,82.7,79.7,52.8,75.3,78.6,80.0,70.0
Germany,2023,Male,3.258,,22876.837,7.508,120827.32,73.7,94.8,93.1,89.4,60.2,28.3,82.7,79.7,52.8,75.3,78.6,80.0,70.0
Germany,2023,Total,3.071,,43064.626,7.683,120827.32,73.7,94.8,93.1,89.4,60.2,28.3,82.7,79.7,52.8,75.3,78.6,80.0,70.0
Greece,2015,Female,29.027,7.215,1506.545,17.889,95872.08,54.0,40.0,40.0,,64.2,0.0,,73.3,51.6,77.8,83.0,60.0,50.0
Greece,2015,Male,21.741,3.264,2074.312,17.904,95872.08,54.0,40.0,40.0,,64.2,0.0,,73.3,51.6,77.8,83.0,60.0,50.0
Greece,2015,Total,24.981,4.906,3580.857,17.896,95872.08,54.0,40.0,40.0,,64.2,0.0,,73.3,51.6,77.8,83.0,60.0,50.0
Greece,2016,Female,28.064,9.275,1525.199,16.183,94016.6,53.2,40.0,43.0,,64.4,0.0,,73.8,50.2,77.7,83.0,60.0,40.0
Greece,2016,Male,19.859,4.04,2115.351,16.296,94016.6,53.2,40.0,43.0,,64.4,0.0,,73.8,50.2,77.7,83.0,60.0,40.0
Greece,2016,Total,23.514,6.229,3640.55,16.239,94016.6,53.2,40.0,43.0,,64.4,0.0,,73.8,50.2,77.7,83.0,60.0,40.0
Greece,2017,Female,26.032,8.703,1554.173,16.184,92900.37,55.0,52.5,41.3,56.1,61.1,5.4,58.1,74.3,51.0,78.2,82.0,60.0,40.0
Greece,2017,Male,17.73,4.249,2167.66,15.583,92900.37,55.0,52.5,41.3,56.1,61.1,5.4,58.1,74.3,51.0,78.2,82.0,60.0,40.0
Greece,2017,Total,21.413,6.114,3721.833,15.885,92900.37,55.0,52.5,41.3,56.1,61.1,5.4,58.1,74.3,51.0,78.2,82.0,60.0,40.0
Greece,2018,Female,24.111,8.967,1430.888,14.619,92379.04,57.3,52.3,37.9,59.0,60.4,20.9,70.5,74.4,54.4,81.0,81.9,55.0,40.0
Greece,2018,Male,15.299,3.755,2029.849,14.756,92379.04,57.3,52.3,37.9,59.0,60.4,20.9,70.5,74.4,54.4,81.0,81.9,55.0,40.0
Greece,2018,Total,19.179,5.937,3460.737,14.688,92379.04,57.3,52.3,37.9,59.0,60.4,20.9,70.5,74.4,54.4,81.0,81.9,55.0,40.0
Greece,2019,Female,21.197,8.605,1500.167,13.115,91622.06,57.7,52.4,37.7,49.5,59.1,23.3,79.0,74.1,52.5,79.1,81.0,55.0,50.0
Greece,2019,Male,13.702,4.485,2040.566,12.837,91622.06,57.7,52.4,37.7,49.5,59.1,23.3,79.0,74.1,52.5,79.1,81.0,55.0,50.0
Greece,2019,Total,17.045,6.211,3540.733,12.977,91622.06,57.7,52.4,37.7,49.5,59.1,23.3,79.0,74.1,52.5,79.1,81.0,55.0,50.0
Greece,2020,Female,19.248,8.032,1535.449,13.642,83291.37,59.9,57.0,51.2,48.6,59.0,31.5,80.0,73.7,52.0,79.4,81.4,55.0,50.0
Greece,2020,Male,13.192,3.71,2042.339,13.416,83291.37,59.9,57.0,51.2,48.6,59.0,31.5,80.0,73.7,52.0,79.4,81.4,55.0,50.0
Greece,2020,Total,15.899,5.5,3577.789,13.53,83291.37,59.9,57.0,51.2,48.6,59.0,31.5,80.0,73.7,52.0,79.4,81.4,55.0,50.0
Greece,2021,Female,18.876,6.147,1657.8,12.025,89319.17,60.9,55.5,53.6,53.5,59.9,34.2,80.0,75.8,49.8,80.0,84.0,55.0,50.0
Greece,2021,Male,11.287,3.673,2270.181,12.071,89319.17,60.9,55.5,53.6,53.5,59.9,34.2,80.0,75.8,49.8,80.0,84.0,55.0,50.0
Greece,2021,Total,14.656,4.711,3927.98,12.048,89319.17,60.9,55.5,53.6,53.5,59.9,34.2,80.0,75.8,49.8,80.0,84.0,55.0,50.0
Greece,2022,Female,16.397,6.361,1748.657,12.053,90477.97,61.5,76.0,52.3,69.9,59.9,17.9,67.6,70.3,61.1,78.6,79.2,55.0,50.0
Greece,2022,Male,9.276,3.087,2392.175,10.659,90477.97,61.5,76.0,52.3,69.9,59.9,17.9,67.6,70.3,61.1,78.6,79.2,55.0,50.0
Greece,2022,Total,12.426,4.469,4140.832,11.352,90477.97,61.5,76.0,52.3,69.9,59.9,17.9,67.6,70.3,61.1,78.6,79.2,55.0,50.0
Greece,2023,Female,14.267,5.87,1796.027,12.378,92111.01,56.9,76.7,69.9,52.9,60.8,9.7,18.1,70.3,60.7,79.6,78.6,55.0,50.0
Greece,2023,Male,8.427,2.817,2397.422,12.63,92111.01,56.9,76.7,69.9,52.9,60.8,9.7,18.1,70.3,60.7,79.6,78.6,55.0,50.0
Greece,2023,Total,11.023,4.116,4193.449,12.505,92111.01,56.9,76.7,69.9,52.9,60.8,9.7,18.1,70.3,60.7,79.6,78.6,55.0,50.0
Hungary,2015,Female,7.039,2.624,1927.031,12.794,70733.22,66.8,55.0,54.0,,78.7,25.9,,74.5,67.7,79.2,88.0,75.0,70.0
Hungary,2015,Male,6.622,0.943,2283.468,10.425,70733.22,66.8,55.0,54.0,,78.7,25.9,,74.5,67.7,79.2,88.0,75.0,70.0
Hungary,2015,Total,6.813,1.72,4210.499,11.581,70733.22,66.8,55.0,54.0,,78.7,25.9,,74.5,67.7,79.2,88.0,75.0,70.0
Hungary,2016,Female,5.108,3.009,1989.14,13.346,69882.59,66.0,45.0,54.0,,78.7,26.7,,70.6,63.8,88.3,88.0,75.0,70.0
Hungary,2016,Male,5.121,1.515,2362.499,8.857,69882.59,66.0,45.0,54.0,,78.7,26.7,,70.6,63.8,88.3,88.0,75.0,70.0
Hungary,2016,Total,5.115,2.203,4351.64,11.047,69882.59,66.0,45.0,54.0,,78.7,26.7,,70.6,63.8,88.3,88.0,75.0,70.0
Hungary,2017,Female,4.571,3.36,2004.08,14.327,71674.7,65.8,60.1,41.5,51.8,79.3,25.3,79.3,64.0,64.4,91.7,87.0,75.0,70.0
Hungary,2017,Male,3.809,3.152,2417.306,7.906,71674.7,65.8,60.1,41.5,51.8,79.3,25.3,79.3,64.0,64.4,91.7,87.0,75.0,70.0
Hungary,2017,Total,4.156,3.248,4421.386,11.039,71674.7,65.8,60.1,41.5,51.8,79.3,25.3,79.3,64.0,64.4,91.7,87.0,75.0,70.0
Hungary,2018,Female,3.932,2.793,2006.225,14.061,74586.32,66.7,57.6,36.4,57.1,78.6,29.4,82.4,61.8,68.7,91.6,86.9,80.0,70.0
Hungary,2018,Male,3.449,1.153,2453.036,7.603,74586.32,66.7,57.6,36.4,57.1,78.6,29.4,82.4,61.8,68.7,91.6,86.9,80.0,70.0
Hungary,2018,Total,3.667,1.928,4459.26,10.741,74586.32,66.7,57.6,36.4,57.1,78.6,29.4,82.4,61.8,68.7,91.6,86.9,80.0,70.0
Hungary,2019,Female,3.509,1.512,2012.165,13.231,77792.0,65.0,60.9,35.3,45.2,78.6,31.7,85.0,61.1,64.7,81.8,86.0,80.0,70.0
Hungary,2019,Male,3.332,1.687,2482.869,8.928,77792.0,65.0,60.9,35.3,45.2,78.6,31.7,85.0,61.1,64.7,81.8,86.0,80.0,70.0
Hungary,2019,Total,3.411,1.606,4495.034,11.015,77792.0,65.0,60.9,35.3,45.2,78.6,31.7,85.0,61.1,64.7,81.8,86.0,80.0,70.0
Hungary,2020,Female,4.437,1.739,1976.8,14.068,75123.32,66.4,64.8,47.5,45.7,79.9,34.5,83.6,60.2,64.6,79.9,86.4,80.0,70.0
Hungary,2020,Male,4.095,0.936,2453.74,9.554,75123.32,66.4,64.8,47.5,45.7,79.9,34.5,83.6,60.2,64.6,79.9,86.4,80.0,70.0
Hungary,2020,Total,4.248,1.306,4430.539,11.743,75123.32,66.4,64.8,47.5,45.7,79.9,34.5,83.6,60.2,64.6,79.9,86.4,80.0,70.0
Hungary,2021,Female,4.204,,2141.369,13.18,79631.46,67.2,65.6,48.7,52.4,83.6,35.0,83.3,59.9,64.8,78.8,84.0,80.0,70.0
Hungary,2021,Male,3.862,,2475.674,8.197,79631.46,67.2,65.6,48.7,52.4,83.6,35.0,83.3,59.9,64.8,78.8,84.0,80.0,70.0
Hungary,2021,Total,4.021,,4617.043,10.615,79631.46,67.2,65.6,48.7,52.4,83.6,35.0,83.3,59.9,64.8,78.8,84.0,80.0,70.0
Hungary,2022,Female,3.476,,2183.36,11.375,82111.47,66.9,75.8,44.4,62.2,84.1,31.6,58.4,77.2,61.2,78.5,79.2,80.0,70.0
Hungary,2022,Male,3.677,,2499.289,8.385,82111.47,66.9,75.8,44.4,62.2,84.1,31.6,58.4,77.2,61.2,78.5,79.2,80.0,70.0
Hungary,2022,Total,3.583,,4682.65,9.841,82111.47,66.9,75.8,44.4,62.2,84.1,31.6,58.4,77.2,61.2,78.5,79.2,80.0,70.0
Hungary,2023,Female,4.156,,2194.344,11.133,80855.33,64.1,69.5,62.5,44.8,84.2,29.8,38.9,73.5,61.3,76.5,78.6,80.0,70.0
Hungary,2023,Male,4.044,,2516.355,8.595,80855.33,64.1,69.5,62.5,44.8,84.2,29.8,38.9,73.5,61.3,76.5,78.6,80.0,70.0
Hungary,2023,Total,4.096,,4710.699,9.832,80855.33,64.1,69.5,62.5,44.8,84.2,29.8,38.9,73.5,61.3,76.5,78.6,80.0,70.0
Iceland,2015,Female,4.051,,87.565,3.186,102672.34,72.0,90.0,78.0,,72.0,32.6,,90.5,62.2,77.0,88.0,70.0,60.0
Iceland,2015,Male,3.914,,96.084,6.257,102672.34,72.0,90.0,78.0,,72.0,32.6,,90.5,62.2,77.0,88.0,70.0,60.0
Iceland,2015,Total,3.979,,183.649,4.751,102672.34,72.0,90.0,78.0,,72.0,32.6,,90.5,62.2,77.0,88.0,70.0,60.0
Iceland,2016,Female,3.046,,89.235,3.653,105100.56,73.3,90.0,79.0,,73.3,42.1,,90.1,61.6,79.5,87.8,70.0,60.0
Iceland,2016,Male,2.918,,101.242,4.87,105100.56,73.3,90.0,79.0,,73.3,42.1,,90.1,61.6,79.5,87.8,70.0,60.0
Iceland,2016,Total,2.978,,190.477,4.286,105100.56,73.3,90.0,79.0,,73.3,42.1,,90.1,61.6,79.5,87.8,70.0,60.0
Iceland,2017,Female,2.718,0.918,90.067,3.832,106997.96,74.4,85.0,71.5,71.5,70.9,41.1,90.6,90.2,62.6,81.2,88.0,80.0,60.0
Iceland,2017,Male,2.763,0.968,103.812,4.28,106997.96,74.4,85.0,71.5,71.5,70.9,41.1,90.6,90.2,62.6,81.2,88.0,80.0,60.0
Iceland,2017,Total,2.742,0.945,193.879,4.066,106997.96,74.4,85.0,71.5,71.5,70.9,41.1,90.6,90.2,62.6,81.2,88.0,80.0,60.0
Iceland,2018,Female,2.536,0.941,91.52,5.844,110023.35,77.0,86.7,77.3,72.6,72.1,44.2,94.3,89.5,61.8,81.7,88.5,85.0,70.0
Iceland,2018,Male,2.847,0.676,106.819,4.817,110023.35,77.0,86.7,77.3,72.6,72.1,44.2,94.3,89.5,61.8,81.7,88.5,85.0,70.0
Iceland,2018,Total,2.704,0.798,198.339,5.305,110023.35,77.0,86.7,77.3,72.6,72.1,44.2,94.3,89.5,61.8,81.7,88.5,85.0,70.0
Iceland,2019,Female,3.111,1.247,92.872,3.684,110546.55,77.1,87.4,83.8,63.8,72.7,44.0,96.7,88.4,64.1,81.7,87.0,85.0,70.0
Iceland,2019,Male,3.845,1.53,108.144,6.68,110546.55,77.1,87.4,83.8,63.8,72.7,44.0,96.7,88.4,64.1,81.7,87.0,85.0,70.0
Iceland,2019,Total,3.507,1.397,201.016,5.237,110546.55,77.1,87.4,83.8,63.8,72.7,44.0,96.7,88.4,64.1,81.7,87.0,85.0,70.0
Iceland,2020,Female,5.292,2.477,89.528,6.222,106037.67,77.1,87.6,90.3,63.2,71.7,44.1,97.5,84.7,63.5,80.3,86.8,85.0,70.0
Iceland,2020,Male,5.635,1.518,105.006,7.066,106037.67,77.1,87.6,90.3,63.2,71.7,44.1,97.5,84.7,63.5,80.3,86.8,85.0,70.0
Iceland,2020,Total,5.478,1.968,194.535,6.655,106037.67,77.1,87.6,90.3,63.2,71.7,44.1,97.5,84.7,63.5,80.3,86.8,85.0,70.0
Iceland,2021,Female,6.364,,90.165,5.604,110344.22,77.4,87.0,90.6,72.6,72.4,46.2,97.6,83.6,62.0,79.4,86.8,80.0,70.0
Iceland,2021,Male,5.744,,106.837,8.251,110344.22,77.4,87.0,90.6,72.6,72.4,46.2,97.6,83.6,62.0,79.4,86.8,80.0,70.0
Iceland,2021,Total,6.029,,197.001,6.973,110344.22,77.4,87.0,90.6,72.6,72.4,46.2,97.6,83.6,62.0,79.4,86.8,80.0,70.0
Iceland,2022,Female,3.385,,97.255,4.246,113113.76,77.0,97.1,85.3,94.8,72.9,36.8,76.1,83.3,67.4,79.3,81.0,80.0,70.0
Iceland,2022,Male,4.133,,113.138,7.771,113113.76,77.0,97.1,85.3,94.8,72.9,36.8,76.1,83.3,67.4,79.3,81.0,80.0,70.0
Iceland,2022,Total,3.789,,210.392,6.08,113113.76,77.0,97.1,85.3,94.8,72.9,36.8,76.1,83.3,67.4,79.3,81.0,80.0,70.0
Iceland,2023,Female,3.098,,100.227,3.501,115384.45,72.2,96.8,94.2,83.9,72.9,31.5,28.8,83.3,67.7,77.4,80.4,80.0,70.0
Iceland,2023,Male,3.866,,120.075,7.952,115384.45,72.2,96.8,94.2,83.9,72.9,31.5,28.8,83.3,67.7,77.4,80.4,80.0,70.0
Iceland,2023,Total,3.518,,220.303,5.843,115384.45,72.2,96.8,94.2,83.9,72.9,31.5,28.8,83.3,67.7,77.4,80.4,80.0,70.0
Ireland,2015,Female,8.908,2.227,940.935,12.914,178847.52,76.6,85.0,72.0,,73.6,45.6,,82.1,76.2,83.9,88.0,90.0,70.0
Ireland,2015,Male,10.734,1.958,1115.993,15.616,178847.52,76.6,85.0,72.0,,73.6,45.6,,82.1,76.2,83.9,88.0,90.0,70.0
Ireland,2015,Total,9.908,2.083,2056.927,14.293,178847.52,76.6,85.0,72.0,,73.6,45.6,,82.1,76.2,83.9,88.0,90.0,70.0
Ireland,2016,Female,7.598,2.032,979.093,11.672,175700.44,77.3,90.0,74.0,,73.6,50.3,,79.6,72.1,85.5,88.0,90.0,70.0
Ireland,2016,Male,9.023,2.41,1153.011,13.551,175700.44,77.3,90.0,74.0,,73.6,50.3,,79.6,72.1,85.5,88.0,90.0,70.0
Ireland,2016,Total,8.374,2.237,2132.104,12.629,175700.44,77.3,90.0,74.0,,73.6,50.3,,79.6,72.1,85.5,88.0,90.0,70.0
Ireland,2017,Female,6.294,2.37,1007.568,10.53,186515.9,76.7,85.8,78.3,78.3,72.7,57.1,60.3,80.3,73.6,87.6,87.0,90.0,70.0
Ireland,2017,Male,7.066,1.59,1186.37,11.411,186515.9,76.7,85.8,78.3,78.3,72.7,57.1,60.3,80.3,73.6,87.6,87.0,90.0,70.0
Ireland,2017,Total,6.713,1.948,2193.938,10.979,186515.9,76.7,85.8,78.3,78.3,72.7,57.1,60.3,80.3,73.6,87.6,87.0,90.0,70.0
Ireland,2018,Female,5.691,2.846,1036.231,9.954,196356.33,80.4,87.7,79.0,79.0,76.1,69.6,80.8,81.8,76.4,87.4,86.9,90.0,70.0
Ireland,2018,Male,5.784,1.096,1221.033,10.265,196356.33,80.4,87.7,79.0,79.0,76.1,69.6,80.8,81.8,76.4,87.4,86.9,90.0,70.0
Ireland,2018,Total,5.741,1.894,2257.263,10.113,196356.33,80.4,87.7,79.0,79.0,76.1,69.6,80.8,81.8,76.4,87.4,86.9,90.0,70.0
Ireland,2019,Female,4.685,1.32,1069.294,9.961,201226.95,80.5,85.8,78.0,68.4,76.3,77.4,89.0,83.1,75.3,87.0,86.0,90.0,70.0
Ireland,2019,Male,5.174,1.687,1253.025,10.396,201226.95,80.5,85.8,78.0,68.4,76.3,77.4,89.0,83.1,75.3,87.0,86.0,90.0,70.0
Ireland,2019,Total,4.95,1.518,2322.319,10.182,201226.95,80.5,85.8,78.0,68.4,76.3,77.4,89.0,83.1,75.3,87.0,86.0,90.0,70.0
Ireland,2020,Female,5.649,1.772,1052.216,11.405,217370.03,80.9,86.6,82.8,64.4,76.4,78.8,91.4,82.7,75.9,85.3,86.4,90.0,70.0
Ireland,2020,Male,5.6,1.494,1241.839,12.778,217370.03,80.9,86.6,82.8,64.4,76.4,78.8,91.4,82.7,75.9,85.3,86.4,90.0,70.0
Ireland,2020,Total,5.623,1.621,2294.055,12.103,217370.03,80.9,86.6,82.8,64.4,76.4,78.8,91.4,82.7,75.9,85.3,86.4,90.0,70.0
Ireland,2021,Female,6.367,1.712,1128.012,6.283,239089.92,81.4,86.0,82.0,72.4,76.6,81.1,93.1,81.5,76.1,84.4,84.0,90.0,70.0
Ireland,2021,Male,6.348,1.166,1306.42,8.163,239089.92,81.4,86.0,82.0,72.4,76.6,81.1,93.1,81.5,76.1,84.4,84.0,90.0,70.0
Ireland,2021,Total,6.357,1.414,2434.431,7.24,239089.92,81.4,86.0,82.0,72.4,76.6,81.1,93.1,81.5,76.1,84.4,84.0,90.0,70.0
Ireland,2022,Female,4.641,2.083,1208.05,7.773,245982.9,82.0,92.6,80.7,93.0,76.5,79.9,89.0,87.2,60.9,85.2,79.2,90.0,70.0
Ireland,2022,Male,4.311,2.026,1377.193,5.16,245982.9,82.0,92.6,80.7,93.0,76.5,79.9,89.0,87.2,60.9,85.2,79.2,90.0,70.0
Ireland,2022,Total,4.465,2.053,2585.244,6.441,245982.9,82.0,92.6,80.7,93.0,76.5,79.9,89.0,87.2,60.9,85.2,79.2,90.0,70.0
Ireland,2023,Female,4.216,1.385,1268.426,4.918,224668.24,82.0,92.9,93.9,82.8,78.4,80.5,86.8,87.2,61.2,81.5,78.6,90.0,70.0
Ireland,2023,Male,4.266,2.531,1459.703,5.209,224668.24,82.0,92.9,93.9,82.8,78.4,80.5,86.8,87.2,61.2,81.5,78.6,90.0,70.0
Ireland,2023,Total,4.243,1.999,2728.129,5.067,224668.24,82.0,92.9,93.9,82.8,78.4,80.5,86.8,87.2,61.2,81.5,78.6,90.0,70.0
Italy,2015,Female,12.694,5.656,9379.897,20.912,127984.48,61.7,55.0,43.0,,54.2,23.2,,71.9,55.4,81.2,88.0,85.0,60.0
Italy,2015,Male,11.315,3.707,13084.308,21.971,127984.48,61.7,55.0,43.0,,54.2,23.2,,71.9,55.4,81.2,88.0,85.0,60.0
Italy,2015,Total,11.896,4.519,22464.205,21.457,127984.48,61.7,55.0,43.0,,54.2,23.2,,71.9,55.4,81.2,88.0,85.0,60.0
Italy,2016,Female,12.774,5.569,9524.57,19.693,127886.29,61.2,50.0,43.0,,55.8,22.1,,70.3,53.0,84.5,88.0,85.0,60.0
Italy,2016,Male,10.89,4.343,13232.844,20.238,127886.29,61.2,50.0,43.0,,55.8,22.1,,70.3,53.0,84.5,88.0,85.0,60.0
Italy,2016,Total,11.688,4.851,22757.414,19.974,127886.29,61.2,50.0,43.0,,55.8,22.1,,70.3,53.0,84.5,88.0,85.0,60.0
Italy,2017,Female,12.387,5.185,9673.578,19.919,128385.81,62.5,74.6,44.7,55.4,54.9,22.3,66.9,69.8,52.9,86.9,87.0,85.0,50.0
Italy,2017,Male,10.339,3.416,13348.364,20.463,128385.81,62.5,74.6,44.7,55.4,54.9,22.3,66.9,69.8,52.9,86.9,87.0,85.0,50.0
Italy,2017,Total,11.211,4.153,23021.942,20.2,128385.81,62.5,74.6,44.7,55.4,54.9,22.3,66.9,69.8,52.9,86.9,87.0,85.0,50.0
Italy,2018,Female,11.707,5.936,9680.554,19.412,128425.37,62.5,71.2,40.1,60.9,55.2,24.1,68.2,70.3,50.3,88.2,86.9,85.0,50.0
Italy,2018,Male,9.668,4.209,13303.958,19.078,128425.37,62.5,71.2,40.1,60.9,55.2,24.1,68.2,70.3,50.3,88.2,86.9,85.0,50.0
Italy,2018,Total,10.538,4.926,22984.513,19.239,128425.37,62.5,71.2,40.1,60.9,55.2,24.1,68.2,70.3,50.3,88.2,86.9,85.0,50.0
Italy,2019,Female,11.03,6.031,9776.938,18.006,128169.83,62.2,71.7,43.7,49.8,55.6,26.5,71.3,71.7,51.1,84.0,86.0,85.0,50.0
Italy,2019,Male,9.026,4.001,13359.316,18.241,128169.83,62.2,71.7,43.7,49.8,55.6,26.5,71.3,71.7,51.1,84.0,86.0,85.0,50.0
Italy,2019,Total,9.884,4.856,23136.253,18.128,128169.83,62.2,71.7,43.7,49.8,55.6,26.5,71.3,71.7,51.1,84.0,86.0,85.0,50.0
Italy,2020,Female,10.23,5.929,9502.518,18.995,119007.99,63.8,75.4,62.2,51.3,56.0,28.5,71.1,70.4,50.9,83.2,86.4,80.0,50.0
Italy,2020,Male,8.424,3.247,13115.097,19.26,119007.99,63.8,75.4,62.2,51.3,56.0,28.5,71.1,70.4,50.9,83.2,86.4,80.0,50.0
Italy,2020,Total,9.192,4.379,22617.615,19.132,119007.99,63.8,75.4,62.2,51.3,56.0,28.5,71.1,70.4,50.9,83.2,86.4,80.0,50.0
Italy,2021,Female,10.625,5.495,9510.352,20.005,128952.22,64.9,75.7,63.7,62.3,58.1,28.9,73.0,68.1,50.5,84.2,84.0,80.0,50.0
Italy,2021,Male,8.657,3.849,13043.604,19.548,128952.22,64.9,75.7,63.7,62.3,58.1,28.9,73.0,68.1,50.5,84.2,84.0,80.0,50.0
Italy,2021,Total,9.497,4.531,22553.956,19.768,128952.22,64.9,75.7,63.7,62.3,58.1,28.9,73.0,68.1,50.5,84.2,84.0,80.0,50.0
Italy,2022,Female,9.349,4.192,9749.198,15.402,131169.8,65.4,81.7,57.3,78.6,57.7,20.6,49.0,73.8,70.4,86.2,79.2,80.0,50.0
Italy,2022,Male,7.111,3.513,13350.191,16.283,131169.8,65.4,81.7,57.3,78.6,57.7,20.6,49.0,73.8,70.4,86.2,79.2,80.0,50.0
