ref_area,time,sex,obs_value_unempl_rate,obs_value_informal,obs_value_worked_hours,obs_value_NEET,obs_value_PKB,obs_value_economic_freedom_overall,Property Rights,Government Integrity,Judicial Effectiveness,Tax Burden,Government Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom,Financial Freedom
Croatia,2015,Female,16.954,4.596,720.773,15.401,77625.58,61.5,40.0,48.0,,74.9,46.5,,55.8,42.8,80.0,87.2,80.0,60.0
Croatia,2015,Male,15.44,3.448,831.478,20.433,77625.58,61.5,40.0,48.0,,74.9,46.5,,55.8,42.8,80.0,87.2,80.0,60.0
Croatia,2015,Total,16.15,3.972,1552.251,17.952,77625.58,61.5,40.0,48.0,,74.9,46.5,,55.8,42.8,80.0,87.2,80.0,60.0
Croatia,2016,Female,13.721,3.914,717.224,14.456,80686.45,59.1,35.0,48.0,,70.8,33.7,,60.3,42.4,78.7,87.4,75.0,60.0
Croatia,2016,Male,12.395,2.648,829.153,18.817,80686.45,59.1,35.0,48.0,,70.8,33.7,,60.3,42.4,78.7,87.4,75.0,60.0
Croatia,2016,Total,13.015,3.231,1546.377,16.664,80686.45,59.1,35.0,48.0,,70.8,33.7,,60.3,42.4,78.7,87.4,75.0,60.0
Croatia,2017,Female,11.772,2.707,724.962,15.046,82312.91,59.4,65.5,43.4,56.8,66.8,31.3,44.7,58.2,43.3,80.3,87.4,75.0,60.0
Croatia,2017,Male,10.468,1.983,837.115,15.469,82312.91,59.4,65.5,43.4,56.8,66.8,31.3,44.7,58.2,43.3,80.3,87.4,75.0,60.0
Croatia,2017,Total,11.078,2.313,1562.077,15.26,82312.91,59.4,65.5,43.4,56.8,66.8,31.3,44.7,58.2,43.3,80.3,87.4,75.0,60.0
Croatia,2018,Female,9.303,2.866,731.895,13.792,83999.36,61.0,65.9,40.5,56.5,66.0,32.5,67.2,58.9,43.0,79.1,87.4,75.0,60.0
Croatia,2018,Male,7.453,1.568,842.912,12.881,83999.36,61.0,65.9,40.5,56.5,66.0,32.5,67.2,58.9,43.0,79.1,87.4,75.0,60.0
Croatia,2018,Total,8.322,2.158,1574.806,13.33,83999.36,61.0,65.9,40.5,56.5,66.0,32.5,67.2,58.9,43.0,79.1,87.4,75.0,60.0
Croatia,2019,Female,7.056,3.092,737.189,11.95,86072.52,61.4,66.0,38.6,42.9,66.4,33.4,85.4,60.7,44.0,78.5,86.0,75.0,60.0
Croatia,2019,Male,6.11,1.856,851.235,11.981,86072.52,61.4,66.0,38.6,42.9,66.4,33.4,85.4,60.7,44.0,78.5,86.0,75.0,60.0
Croatia,2019,Total,6.551,2.423,1588.424,11.966,86072.52,61.4,66.0,38.6,42.9,66.4,33.4,85.4,60.7,44.0,78.5,86.0,75.0,60.0
Croatia,2020,Female,7.497,2.517,720.62,11.929,80055.49,62.2,69.9,51.0,39.6,65.9,34.7,89.1,53.6,44.0,77.6,86.4,75.0,60.0
Croatia,2020,Male,7.296,0.886,843.303,12.176,80055.49,62.2,69.9,51.0,39.6,65.9,34.7,89.1,53.6,44.0,77.6,86.4,75.0,60.0
Croatia,2020,Total,7.389,1.619,1563.922,12.055,80055.49,62.2,69.9,51.0,39.6,65.9,34.7,89.1,53.6,44.0,77.6,86.4,75.0,60.0
Croatia,2021,Female,7.948,2.219,733.43,13.284,89608.35,63.6,68.4,51.4,41.1,79.0,35.8,89.6,56.2,43.6,78.7,84.0,75.0,60.0
Croatia,2021,Male,7.079,1.309,850.576,11.817,89608.35,63.6,68.4,51.4,41.1,79.0,35.8,89.6,56.2,43.6,78.7,84.0,75.0,60.0
Croatia,2021,Total,7.483,1.717,1584.006,12.53,89608.35,63.6,68.4,51.4,41.1,79.0,35.8,89.6,56.2,43.6,78.7,84.0,75.0,60.0
Croatia,2022,Female,7.866,2.07,747.48,11.227,94195.62,67.6,81.1,50.0,69.9,82.8,26.3,75.2,72.4,58.7,80.5,79.2,75.0,60.0
Croatia,2022,Male,5.873,1.108,859.301,11.61,94195.62,67.6,81.1,50.0,69.9,82.8,26.3,75.2,72.4,58.7,80.5,79.2,75.0,60.0
Croatia,2022,Total,6.811,1.558,1606.781,11.425,94195.62,67.6,81.1,50.0,69.9,82.8,26.3,75.2,72.4,58.7,80.5,79.2,75.0,60.0
Croatia,2023,Female,6.652,2.031,759.357,9.663,97040.44,66.4,79.5,70.0,50.7,81.1,25.1,69.6,72.1,58.3,76.4,78.6,75.0,60.0
Croatia,2023,Male,5.647,0.925,860.418,10.07,97040.44,66.4,79.5,70.0,50.7,81.1,25.1,69.6,72.1,58.3,76.4,78.6,75.0,60.0
Croatia,2023,Total,6.121,1.442,1619.776,9.874,97040.44,66.4,79.5,70.0,50.7,81.1,25.1,69.6,72.1,58.3,76.4,78.6,75.0,60.0
Cyprus,2015,Female,14.892,5.772,174.551,14.732,58586.04,67.9,70.0,63.0,,79.5,36.7,,79.5,59.6,82.7,88.0,70.0,50.0
Cyprus,2015,Male,15.152,2.424,183.651,15.931,58586.04,67.9,70.0,63.0,,79.5,36.7,,79.5,59.6,82.7,88.0,70.0,50.0
Cyprus,2015,Total,15.026,4.083,358.202,15.301,58586.04,67.9,70.0,63.0,,79.5,36.7,,79.5,59.6,82.7,88.0,70.0,50.0
Cyprus,2016,Female,13.379,5.238,174.636,16.924,60467.78,68.7,70.0,63.0,,76.1,47.3,,74.5,58.2,85.3,88.0,75.0,50.0
Cyprus,2016,Male,12.656,2.142,188.424,15.018,60467.78,68.7,70.0,63.0,,76.1,47.3,,74.5,58.2,85.3,88.0,75.0,50.0
Cyprus,2016,Total,13.006,3.629,363.06,16.02,60467.78,68.7,70.0,63.0,,76.1,47.3,,74.5,58.2,85.3,88.0,75.0,50.0
Cyprus,2017,Female,11.354,5.119,181.919,16.042,61148.61,67.9,75.4,53.6,60.7,73.0,48.8,72.9,75.8,58.6,83.3,87.0,75.0,50.0
Cyprus,2017,Male,10.972,1.904,197.703,16.15,61148.61,67.9,75.4,53.6,60.7,73.0,48.8,72.9,75.8,58.6,83.3,87.0,75.0,50.0
Cyprus,2017,Total,11.155,3.405,379.622,16.094,61148.61,67.9,75.4,53.6,60.7,73.0,48.8,72.9,75.8,58.6,83.3,87.0,75.0,50.0
Cyprus,2018,Female,8.883,4.214,190.716,11.694,60962.34,67.8,71.2,41.3,56.7,75.2,52.9,79.3,77.0,55.7,83.0,86.9,75.0,60.0
Cyprus,2018,Male,8.158,1.596,210.162,14.814,60962.34,67.8,71.2,41.3,56.7,75.2,52.9,79.3,77.0,55.7,83.0,86.9,75.0,60.0
Cyprus,2018,Total,8.504,2.82,400.878,13.21,60962.34,67.8,71.2,41.3,56.7,75.2,52.9,79.3,77.0,55.7,83.0,86.9,75.0,60.0
Cyprus,2019,Female,8.082,3.824,195.225,13.155,61926.33,68.1,73.1,43.7,48.1,74.9,55.2,80.3,76.9,59.5,84.0,86.0,75.0,60.0
Cyprus,2019,Male,6.321,1.517,221.253,14.222,61926.33,68.1,73.1,43.7,48.1,74.9,55.2,80.3,76.9,59.5,84.0,86.0,75.0,60.0
Cyprus,2019,Total,7.155,2.6,416.478,13.659,61926.33,68.1,73.1,43.7,48.1,74.9,55.2,80.3,76.9,59.5,84.0,86.0,75.0,60.0
Cyprus,2020,Female,7.816,3.557,195.258,13.53,59820.41,70.1,77.4,57.6,50.5,74.8,58.6,80.0,76.6,59.7,84.3,86.4,75.0,60.0
Cyprus,2020,Male,7.702,1.509,222.096,15.298,59820.41,70.1,77.4,57.6,50.5,74.8,58.6,80.0,76.6,59.7,84.3,86.4,75.0,60.0
Cyprus,2020,Total,7.755,2.459,417.354,14.357,59820.41,70.1,77.4,57.6,50.5,74.8,58.6,80.0,76.6,59.7,84.3,86.4,75.0,60.0
Cyprus,2021,Female,8.002,3.508,202.353,13.707,64134.41,71.4,78.5,65.0,57.9,80.2,52.1,82.0,76.1,60.5,85.0,84.0,75.0,60.0
Cyprus,2021,Male,7.076,1.48,229.363,13.846,64134.41,71.4,78.5,65.0,57.9,80.2,52.1,82.0,76.1,60.5,85.0,84.0,75.0,60.0
Cyprus,2021,Total,7.513,2.452,431.716,13.774,64134.41,71.4,78.5,65.0,57.9,80.2,52.1,82.0,76.1,60.5,85.0,84.0,75.0,60.0
Cyprus,2022,Female,7.737,3.162,212.833,16.143,65072.49,72.9,85.6,62.9,90.9,80.3,44.3,71.2,74.9,66.4,83.9,79.2,75.0,60.0
Cyprus,2022,Male,5.958,1.655,237.707,13.172,65072.49,72.9,85.6,62.9,90.9,80.3,44.3,71.2,74.9,66.4,83.9,79.2,75.0,60.0
Cyprus,2022,Total,6.806,2.37,450.54,14.721,65072.49,72.9,85.6,62.9,90.9,80.3,44.3,71.2,74.9,66.4,83.9,79.2,75.0,60.0
Cyprus,2023,Female,5.883,3.014,232.948,14.631,65256.38,72.3,83.0,89.7,58.8,80.8,45.8,73.3,74.9,66.5,81.5,78.6,75.0,60.0
Cyprus,2023,Male,5.79,0.751,246.976,12.68,65256.38,72.3,83.0,89.7,58.8,80.8,45.8,73.3,74.9,66.5,81.5,78.6,75.0,60.0
Cyprus,2023,Total,5.835,1.838,479.924,13.644,65256.38,72.3,83.0,89.7,58.8,80.8,45.8,73.3,74.9,66.5,81.5,78.6,75.0,60.0
Czechia,2015,Female,6.078,3.959,2204.59,9.761,90169.11,,,,,,,,,,,,,
Czechia,2015,Male,4.232,1.464,2837.313,5.769,90169.11,,,,,,,,,,,,,
Czechia,2015,Total,5.048,2.57,5041.903,7.718,90169.11,,,,,,,,,,,,,
Czechia,2016,Female,4.673,3.906,2261.919,8.707,90834.09,,,,,,,,,,,,,
Czechia,2016,Male,3.378,0.86,2876.659,5.667,90834.09,,,,,,,,,,,,,
Czechia,2016,Total,3.952,2.203,5138.578,7.149,90834.09,,,,,,,,,,,,,
Czechia,2017,Female,3.583,4.209,2305.842,8.427,94194.94,,,,,,,,,,,,,
Czechia,2017,Male,2.34,0.807,2915.762,4.48,94194.94,,,,,,,,,,,,,
Czechia,2017,Total,2.893,2.312,5221.605,6.405,94194.94,,,,,,,,,,,,,
Czechia,2018,Female,2.808,3.419,2347.322,7.962,96222.62,,,,,,,,,,,,,
Czechia,2018,Male,1.793,0.511,2946.467,3.627,96222.62,,,,,,,,,,,,,
Czechia,2018,Total,2.246,1.817,5293.789,5.738,96222.62,,,,,,,,,,,,,
Czechia,2019,Female,2.378,2.942,2352.352,8.373,99426.64,,,,,,,,,,,,,
Czechia,2019,Male,1.724,0.549,2950.744,3.41,99426.64,,,,,,,,,,,,,
Czechia,2019,Total,2.015,1.625,5303.096,5.824,99426.64,,,,,,,,,,,,,
Czechia,2020,Female,2.954,2.655,2306.7,9.171,95663.21,,,,,,,,,,,,,
Czechia,2020,Male,2.23,0.631,2928.443,4.333,95663.21,,,,,,,,,,,,,
Czechia,2020,Total,2.55,1.551,5235.144,6.682,95663.21,,,,,,,,,,,,,
Czechia,2021,Female,3.426,2.584,2299.849,8.424,99597.99,,,,,,,,,,,,,
Czechia,2021,Male,2.308,0.872,2919.121,4.896,99597.99,,,,,,,,,,,,,
Czechia,2021,Total,2.803,1.638,5218.97,6.61,99597.99,,,,,,,,,,,,,
Czechia,2022,Female,2.768,2.34,2287.314,9.385,99627.74,,,,,,,,,,,,,
Czechia,2022,Male,1.789,1.049,2882.008,5.877,99627.74,,,,,,,,,,,,,
Czechia,2022,Total,2.224,1.63,5169.322,7.58,99627.74,,,,,,,,,,,,,
Czechia,2023,Female,3.048,3.196,2224.522,9.572,97404.2,,,,,,,,,,,,,
Czechia,2023,Male,2.209,1.053,2836.324,4.419,97404.2,,,,,,,,,,,,,
Czechia,2023,Total,2.579,2.024,5060.846,7.034,97404.2,,,,,,,,,,,,,
Denmark,2015,Female,6.529,6.772,1265.752,6.929,131432.6,76.3,95.0,91.0,,39.6,1.8,,97.4,92.1,87.6,88.0,90.0,80.0
Denmark,2015,Male,6.057,13.338,1443.276,7.13,131432.6,76.3,95.0,91.0,,39.6,1.8,,97.4,92.1,87.6,88.0,90.0,80.0
Denmark,2015,Total,6.278,10.264,2709.028,7.032,131432.6,76.3,95.0,91.0,,39.6,1.8,,97.4,92.1,87.6,88.0,90.0,80.0
Denmark,2016,Female,6.379,3.155,1297.958,5.908,133285.1,75.3,95.0,92.0,,39.5,2.3,,95.4,86.0,84.4,88.0,90.0,80.0
Denmark,2016,Male,5.639,3.431,1462.278,7.497,133285.1,75.3,95.0,92.0,,39.5,2.3,,95.4,86.0,84.4,88.0,90.0,80.0
Denmark,2016,Total,5.989,3.299,2760.237,6.72,133285.1,75.3,95.0,92.0,,39.5,2.3,,95.4,86.0,84.4,88.0,90.0,80.0
Denmark,2017,Female,6.054,1.781,1313.031,7.635,135587.84,75.1,86.7,84.9,68.5,37.2,5.7,95.4,93.9,85.8,85.5,87.0,90.0,80.0
Denmark,2017,Male,5.636,3.06,1475.504,7.532,135587.84,75.1,86.7,84.9,68.5,37.2,5.7,95.4,93.9,85.8,85.5,87.0,90.0,80.0
Denmark,2017,Total,5.833,2.45,2788.535,7.582,135587.84,75.1,86.7,84.9,68.5,37.2,5.7,95.4,93.9,85.8,85.5,87.0,90.0,80.0
Denmark,2018,Female,5.346,2.329,1330.037,7.601,136216.6,76.6,84.8,84.1,83.6,41.4,10.6,96.7,92.5,82.8,86.4,86.9,90.0,80.0
Denmark,2018,Male,4.94,3.005,1502.226,7.761,136216.6,76.6,84.8,84.1,83.6,41.4,10.6,96.7,92.5,82.8,86.4,86.9,90.0,80.0
Denmark,2018,Total,5.131,2.683,2832.263,7.683,136216.6,76.6,84.8,84.1,83.6,41.4,10.6,96.7,92.5,82.8,86.4,86.9,90.0,80.0
Denmark,2019,Female,5.269,2.886,1348.799,7.445,136204.88,76.7,86.2,85.8,77.8,42.0,14.4,96.7,90.7,86.4,84.1,86.0,90.0,80.0
Denmark,2019,Male,4.795,2.751,1528.858,7.987,136204.88,76.7,86.2,85.8,77.8,42.0,14.4,96.7,90.7,86.4,84.1,86.0,90.0,80.0
Denmark,2019,Total,5.018,2.815,2877.656,7.722,136204.88,76.7,86.2,85.8,77.8,42.0,14.4,96.7,90.7,86.4,84.1,86.0,90.0,80.0
Denmark,2020,Female,5.987,,1338.992,7.203,133877.59,78.3,86.3,93.0,84.6,42.0,19.7,97.7,88.7,86.2,84.6,86.4,90.0,80.0
Denmark,2020,Male,5.339,,1514.034,7.714,133877.59,78.3,86.3,93.0,84.6,42.0,19.7,97.7,88.7,86.2,84.6,86.4,90.0,80.0
Denmark,2020,Total,5.644,,2853.026,7.464,133877.59,78.3,86.3,93.0,84.6,42.0,19.7,97.7,88.7,86.2,84.6,86.4,90.0,80.0
Denmark,2021,Female,5.134,,1364.233,7.149,139977.66,77.8,86.7,93.4,86.9,43.7,23.1,98.2,88.8,73.8,84.5,84.0,90.0,80.0
Denmark,2021,Male,5.004,,1543.279,7.075,139977.66,77.8,86.7,93.4,86.9,43.7,23.1,98.2,88.8,73.8,84.5,84.0,90.0,80.0
Denmark,2021,Total,5.065,,2907.513,7.111,139977.66,77.8,86.7,93.4,86.9,43.7,23.1,98.2,88.8,73.8,84.5,84.0,90.0,80.0
Denmark,2022,Female,4.493,,1419.706,6.981,138159.74,78.0,98.6,99.5,89.6,42.3,21.1,96.2,89.0,64.4,85.7,79.2,90.0,80.0
Denmark,2022,Male,4.38,,1574.725,6.559,138159.74,78.0,98.6,99.5,89.6,42.3,21.1,96.2,89.0,64.4,85.7,79.2,90.0,80.0
Denmark,2022,Total,4.434,,2994.431,6.766,138159.74,78.0,98.6,99.5,89.6,42.3,21.1,96.2,89.0,64.4,85.7,79.2,90.0,80.0
Denmark,2023,Female,5.274,,1429.676,7.026,140673.04,77.6,97.5,88.5,100.0,42.1,20.9,97.3,89.0,64.8,82.4,78.6,90.0,80.0
Denmark,2023,Male,4.931,,1587.839,7.28,140673.04,77.6,97.5,88.5,100.0,42.1,20.9,97.3,89.0,64.8,82.4,78.6,90.0,80.0
Denmark,2023,Total,5.094,,3017.515,7.155,140673.04,77.6,97.5,88.5,100.0,42.1,20.9,97.3,89.0,64.8,82.4,78.6,90.0,80.0
Estonia,2015,Female,6.324,2.615,310.629,13.17,74343.59,76.8,90.0,68.0,,80.6,53.2,,81.5,58.7,77.6,88.0,90.0,80.0
Estonia,2015,Male,6.496,2.982,322.135,9.818,74343.59,76.8,90.0,68.0,,80.6,53.2,,81.5,58.7,77.6,88.0,90.0,80.0
Estonia,2015,Total,6.412,2.799,632.764,11.482,74343.59,76.8,90.0,68.0,,80.6,53.2,,81.5,58.7,77.6,88.0,90.0,80.0
Estonia,2016,Female,6.164,2.56,313.876,11.804,76116.26,77.2,90.0,69.0,,81.9,54.9,,79.0,57.2,82.2,88.0,90.0,80.0
Estonia,2016,Male,7.566,2.52,324.784,7.35,76116.26,77.2,90.0,69.0,,81.9,54.9,,79.0,57.2,82.2,88.0,90.0,80.0
Estonia,2016,Total,6.882,2.54,638.66,9.568,76116.26,77.2,90.0,69.0,,81.9,54.9,,79.0,57.2,82.2,88.0,90.0,80.0
Estonia,2017,Female,5.245,1.999,319.67,10.773,78866.83,79.1,82.6,69.9,82.8,81.2,55.8,99.8,77.0,56.9,85.7,87.0,90.0,80.0
Estonia,2017,Male,6.344,2.417,330.655,9.284,78866.83,79.1,82.6,69.9,82.8,81.2,55.8,99.8,77.0,56.9,85.7,87.0,90.0,80.0
Estonia,2017,Total,5.807,2.21,650.325,10.026,78866.83,79.1,82.6,69.9,82.8,81.2,55.8,99.8,77.0,56.9,85.7,87.0,90.0,80.0
Estonia,2018,Female,5.256,1.748,320.667,9.611,80989.71,78.8,80.4,75.7,83.9,80.7,52.6,99.8,75.6,54.8,85.1,86.9,90.0,80.0
Estonia,2018,Male,5.561,0.71,335.862,11.08,80989.71,78.8,80.4,75.7,83.9,80.7,52.6,99.8,75.6,54.8,85.1,86.9,90.0,80.0
Estonia,2018,Total,5.412,1.223,656.529,10.348,80989.71,78.8,80.4,75.7,83.9,80.7,52.6,99.8,75.6,54.8,85.1,86.9,90.0,80.0
Estonia,2019,Female,4.923,2.014,322.71,7.762,83673.4,76.6,81.5,73.1,76.0,79.9,51.1,99.8,75.3,57.2,79.6,86.0,90.0,70.0
Estonia,2019,Male,4.123,2.207,339.51,7.958,83673.4,76.6,81.5,73.1,76.0,79.9,51.1,99.8,75.3,57.2,79.6,86.0,90.0,70.0
Estonia,2019,Total,4.514,2.112,662.22,7.859,83673.4,76.6,81.5,73.1,76.0,79.9,51.1,99.8,75.3,57.2,79.6,86.0,90.0,70.0
Estonia,2020,Female,6.771,2.211,315.455,9.796,85026.55,77.7,83.2,85.9,73.7,81.1,53.3,99.9,73.5,57.3,78.6,86.4,90.0,70.0
Estonia,2020,Male,7.13,2.684,331.365,8.611,85026.55,77.7,83.2,85.9,73.7,81.1,53.3,99.9,73.5,57.3,78.6,86.4,90.0,70.0
Estonia,2020,Total,6.956,2.452,646.82,9.204,85026.55,77.7,83.2,85.9,73.7,81.1,53.3,99.9,73.5,57.3,78.6,86.4,90.0,70.0
Estonia,2021,Female,5.546,2.57,322.533,9.722,90021.02,78.2,81.8,86.4,80.8,81.0,54.4,99.6,72.7,57.8,79.7,84.0,90.0,70.0
Estonia,2021,Male,6.785,3.051,331.695,12.12,90021.02,78.2,81.8,86.4,80.8,81.0,54.4,99.6,72.7,57.8,79.7,84.0,90.0,70.0
Estonia,2021,Total,6.178,2.815,654.228,10.921,90021.02,78.2,81.8,86.4,80.8,81.0,54.4,99.6,72.7,57.8,79.7,84.0,90.0,70.0
Estonia,2022,Female,5.061,2.776,337.376,7.842,85518.27,80.0,91.5,83.9,92.3,81.1,48.4,93.3,86.9,61.1,82.8,79.2,90.0,70.0
Estonia,2022,Male,6.066,2.444,343.461,13.607,85518.27,80.0,91.5,83.9,92.3,81.1,48.4,93.3,86.9,61.1,82.8,79.2,90.0,70.0
Estonia,2022,Total,5.571,2.61,680.837,10.735,85518.27,80.0,91.5,83.9,92.3,81.1,48.4,93.3,86.9,61.1,82.8,79.2,90.0,70.0
Estonia,2023,Female,6.636,1.986,348.942,7.216,81724.07,78.6,92.1,92.9,83.2,80.1,47.5,89.0,79.4,61.9,78.4,78.6,90.0,70.0
Estonia,2023,Male,6.121,2.356,351.059,12.005,81724.07,78.6,92.1,92.9,83.2,80.1,47.5,89.0,79.4,61.9,78.4,78.6,90.0,70.0
Estonia,2023,Total,6.378,2.17,700.001,9.595,81724.07,78.6,92.1,92.9,83.2,80.1,47.5,89.0,79.4,61.9,78.4,78.6,90.0,70.0
Finland,2015,Female,8.844,2.531,1188.09,9.044,120281.99,73.4,90.0,89.0,,66.4,3.6,,92.6,54.8,79.9,88.0,90.0,80.0
Finland,2015,Male,9.876,1.859,1248.722,12.158,120281.99,73.4,90.0,89.0,,66.4,3.6,,92.6,54.8,79.9,88.0,90.0,80.0
Finland,2015,Total,9.376,2.19,2436.812,10.59,120281.99,73.4,90.0,89.0,,66.4,3.6,,92.6,54.8,79.9,88.0,90.0,80.0
Finland,2016,Female,8.583,2.76,1181.574,8.603,122907.65,72.6,90.0,89.0,,66.5,0.8,,90.7,53.7,81.9,88.0,85.0,80.0
Finland,2016,Male,9.037,1.561,1266.522,9.871,122907.65,72.6,90.0,89.0,,66.5,0.8,,90.7,53.7,81.9,88.0,85.0,80.0
Finland,2016,Total,8.818,2.147,2448.095,9.238,122907.65,72.6,90.0,89.0,,66.5,0.8,,90.7,53.7,81.9,88.0,85.0,80.0
Finland,2017,Female,8.389,2.506,1190.986,8.315,125892.27,74.0,90.6,90.0,82.7,66.6,0.0,77.3,90.2,53.4,85.1,87.0,85.0,80.0
Finland,2017,Male,8.872,1.653,1282.183,9.454,125892.27,74.0,90.6,90.0,82.7,66.6,0.0,77.3,90.2,53.4,85.1,87.0,85.0,80.0
Finland,2017,Total,8.64,2.072,2473.17,8.888,125892.27,74.0,90.6,90.0,82.7,66.6,0.0,77.3,90.2,53.4,85.1,87.0,85.0,80.0
Finland,2018,Female,7.298,2.57,1223.174,7.915,123851.03,74.1,89.0,89.8,82.7,66.5,2.3,81.1,89.9,50.5,86.0,86.9,85.0,80.0
Finland,2018,Male,7.419,1.64,1316.727,7.578,123851.03,74.1,89.0,89.8,82.7,66.5,2.3,81.1,89.9,50.5,86.0,86.9,85.0,80.0
Finland,2018,Total,7.361,2.093,2539.901,7.746,123851.03,74.1,89.0,89.8,82.7,66.5,2.3,81.1,89.9,50.5,86.0,86.9,85.0,80.0
Finland,2019,Female,6.174,2.403,1238.947,7.303,124315.02,74.9,89.6,92.5,81.2,66.8,7.2,86.4,89.4,50.3,84.8,86.0,85.0,80.0
Finland,2019,Male,7.176,1.348,1326.63,7.468,124315.02,74.9,89.6,92.5,81.2,66.8,7.2,86.4,89.4,50.3,84.8,86.0,85.0,80.0
Finland,2019,Total,6.695,1.864,2565.577,7.386,124315.02,74.9,89.6,92.5,81.2,66.8,7.2,86.4,89.4,50.3,84.8,86.0,85.0,80.0
Finland,2020,Female,7.486,2.387,1213.978,8.456,122996.52,75.7,92.3,96.1,80.5,67.5,11.2,90.7,84.8,50.3,83.6,86.4,85.0,80.0
Finland,2020,Male,8.011,1.529,1314.226,10.257,122996.52,75.7,92.3,96.1,80.5,67.5,11.2,90.7,84.8,50.3,83.6,86.4,85.0,80.0
Finland,2020,Total,7.759,1.944,2528.205,9.365,122996.52,75.7,92.3,96.1,80.5,67.5,11.2,90.7,84.8,50.3,83.6,86.4,85.0,80.0
Finland,2021,Female,7.044,1.929,1233.698,7.232,123790.03,76.1,91.9,97.2,82.2,68.0,14.3,91.4,85.8,50.5,83.3,84.0,85.0,80.0
Finland,2021,Male,8.137,1.585,1339.664,9.754,123790.03,76.1,91.9,97.2,82.2,68.0,14.3,91.4,85.8,50.5,83.3,84.0,85.0,80.0
Finland,2021,Total,7.617,1.75,2573.362,8.492,123790.03,76.1,91.9,97.2,82.2,68.0,14.3,91.4,85.8,50.5,83.3,84.0,85.0,80.0
Finland,2022,Female,6.368,2.428,1279.621,7.276,122070.06,78.3,100.0,96.4,97.8,68.4,10.7,83.2,88.7,65.1,84.9,79.2,85.0,80.0
Finland,2022,Male,7.048,1.697,1360.573,8.851,122070.06,78.3,100.0,96.4,97.8,68.4,10.7,83.2,88.7,65.1,84.9,79.2,85.0,80.0
Finland,2022,Total,6.719,2.046,2640.194,8.068,122070.06,78.3,100.0,96.4,97.8,68.4,10.7,83.2,88.7,65.1,84.9,79.2,85.0,80.0
Finland,2023,Female,6.414,2.327,1295.773,7.274,120407.22,77.1,100.0,97.2,97.6,68.7,8.5,76.5,84.9,65.5,82.1,78.6,85.0,80.0
Finland,2023,Male,7.844,1.979,1352.109,10.389,120407.22,77.1,100.0,97.2,97.6,68.7,8.5,76.5,84.9,65.5,82.1,78.6,85.0,80.0
Finland,2023,Total,7.149,2.147,2647.882,8.841,120407.22,77.1,100.0,97.2,97.6,68.7,8.5,76.5,84.9,65.5,82.1,78.6,85.0,80.0
France,2015,Female,9.878,8.105,12765.52,13.133,127093.21,62.5,80.0,71.0,,47.5,2.5,,80.2,43.5,77.5,83.0,70.0,70.0
France,2015,Male,10.794,4.435,13658.219,14.79,127093.21,62.5,80.0,71.0,,47.5,2.5,,80.2,43.5,77.5,83.0,70.0,70.0
France,2015,Total,10.354,6.205,26423.739,13.967,127093.21,62.5,80.0,71.0,,47.5,2.5,,80.2,43.5,77.5,83.0,70.0,70.0
France,2016,Female,9.853,8.924,12822.56,13.535,127975.51,62.3,80.0,69.0,,47.7,2.5,,78.4,43.5,79.1,83.0,70.0,70.0
France,2016,Male,10.245,5.0,13761.279,14.337,127975.51,62.3,80.0,69.0,,47.7,2.5,,78.4,43.5,79.1,83.0,70.0,70.0
France,2016,Total,10.057,6.893,26583.839,13.94,127975.51,62.3,80.0,69.0,,47.7,2.5,,78.4,43.5,79.1,83.0,70.0,70.0
France,2017,Female,9.373,8.124,12920.548,12.525,129644.48,63.3,85.0,69.7,72.7,47.6,2.0,57.0,78.0,44.1,81.6,82.0,70.0,70.0
France,2017,Male,9.443,4.624,13882.566,14.301,129644.48,63.3,85.0,69.7,72.7,47.6,2.0,57.0,78.0,44.1,81.6,82.0,70.0,70.0
France,2017,Total,9.409,6.343,26803.113,13.425,129644.48,63.3,85.0,69.7,72.7,47.6,2.0,57.0,78.0,44.1,81.6,82.0,70.0,70.0
France,2018,Female,9.056,7.078,13053.107,12.01,130673.57,63.9,84.0,65.1,72.7,47.3,2.7,60.8,80.2,45.0,81.6,81.9,75.0,70.0
France,2018,Male,8.982,4.178,13968.967,14.13,130673.57,63.9,84.0,65.1,72.7,47.3,2.7,60.8,80.2,45.0,81.6,81.9,75.0,70.0
France,2018,Total,9.018,5.584,27022.074,13.082,130673.57,63.9,84.0,65.1,72.7,47.3,2.7,60.8,80.2,45.0,81.6,81.9,75.0,70.0
France,2019,Female,8.351,7.104,13163.192,12.056,132381.7,63.8,82.5,67.9,66.1,48.4,3.9,64.9,81.2,45.2,79.1,81.0,75.0,70.0
France,2019,Male,8.475,4.125,13969.54,13.166,132381.7,63.8,82.5,67.9,66.1,48.4,3.9,64.9,81.2,45.2,79.1,81.0,75.0,70.0
France,2019,Total,8.415,5.576,27132.732,12.618,132381.7,63.8,82.5,67.9,66.1,48.4,3.9,64.9,81.2,45.2,79.1,81.0,75.0,70.0
France,2020,Female,7.951,3.391,13109.992,12.183,122777.37,66.0,85.9,83.3,71.2,48.8,4.5,67.1,82.5,46.1,76.7,81.4,75.0,70.0
France,2020,Male,8.065,4.38,13885.329,13.206,122777.37,66.0,85.9,83.3,71.2,48.8,4.5,67.1,82.5,46.1,76.7,81.4,75.0,70.0
