ref_area.label;source.label;indicator.label;sex.label;classif1.label;time;obs_value_worked_hours;obs_status.label;note_classif.label;note_indicator.label;note_source.label
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: Total;2022;22507.271;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: No hours actually worked;2022;2400.119;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 1-14;2022;1264.376;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 15-29;2022;1583.344;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 30-34;2022;1215.59;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 35-39;2022;4133.271;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 40-48;2022;9977.151;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 49+;2022;1767.9;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: Not elsewhere classified;2022;165.52;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: Total;2022;19781.606;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: No hours actually worked;2022;2863.218;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 1-14;2022;2420.548;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 15-29;2022;4200.838;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 30-34;2022;2192.665;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 35-39;2022;3013.856;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 40-48;2022;4429.437;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 49+;2022;513.495;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: Not elsewhere classified;2022;147.548;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: Total;2021;41514.028;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: No hours actually worked;2021;5179.239;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 1-14;2021;3673.715;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 15-29;2021;5673.362;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 30-34;2021;3255.886;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 35-39;2021;6848.217;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 40-48;2021;13998.493;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 49+;2021;2509.651;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: Not elsewhere classified;2021;375.466;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: Total;2021;22144.897;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: No hours actually worked;2021;2360.803;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 1-14;2021;1278.218;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 15-29;2021;1542.473;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 30-34;2021;1176.28;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 35-39;2021;3965.096;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 40-48;2021;9680.751;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 49+;2021;1936.175;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: Not elsewhere classified;2021;205.101;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: Total;2021;19369.13;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: No hours actually worked;2021;2818.436;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 1-14;2021;2395.496;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 15-29;2021;4130.888;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 30-34;2021;2079.606;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 35-39;2021;2883.121;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 40-48;2021;4317.742;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 49+;2021;573.476;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: Not elsewhere classified;2021;170.364;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: Total;2020;41555.71;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: No hours actually worked;2020;5427.156;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 1-14;2020;3770.948;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 15-29;2020;5679.244;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 30-34;2020;3103.995;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 35-39;2020;6777.343;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 40-48;2020;14355.612;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 49+;2020;2321.971;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: Not elsewhere classified;2020;119.441;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: Total;2020;22144.354;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: No hours actually worked;2020;2669.017;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 1-14;2020;1302.843;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 15-29;2020;1493.253;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 30-34;2020;1002.03;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 35-39;2020;3877.349;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 40-48;2020;9893.023;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 49+;2020;1832.408;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: Not elsewhere classified;2020;74.43;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: Total;2020;19411.357;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: No hours actually worked;2020;2758.138;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 1-14;2020;2468.105;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 15-29;2020;4185.991;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 30-34;2020;2101.965;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 35-39;2020;2899.994;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 40-48;2020;4462.589;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 49+;2020;489.563;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: Not elsewhere classified;2020;45.012;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: Total;2019;42392.082;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: No hours actually worked;2019;5091.357;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 1-14;2019;3588.648;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 15-29;2019;5441.339;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 30-34;2019;3333.006;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 35-39;2019;6621.699;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 40-48;2019;15057.408;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 49+;2019;3258.625;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: Total;2019;22606.761;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: No hours actually worked;2019;2424.203;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 1-14;2019;1164.483;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 15-29;2019;1318.021;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 30-34;2019;1105.663;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 35-39;2019;3765.493;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 40-48;2019;10277.341;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 49+;2019;2551.556;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: Total;2019;19785.321;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: No hours actually worked;2019;2667.154;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 1-14;2019;2424.165;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 15-29;2019;4123.317;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 30-34;2019;2227.343;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 35-39;2019;2856.206;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 40-48;2019;4780.067;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 49+;2019;707.069;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: Total;2018;41908.604;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: No hours actually worked;2018;5009.813;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 1-14;2018;3587.358;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 15-29;2018;5330.935;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 30-34;2018;3156.275;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 35-39;2018;6409.748;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 40-48;2018;15002.035;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 49+;2018;3412.441;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: Total;2018;22417.638;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: No hours actually worked;2018;2376.1;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 1-14;2018;1152.935;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 15-29;2018;1281.489;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 30-34;2018;1073.458;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 35-39;2018;3653.312;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 40-48;2018;10193.705;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 49+;2018;2686.638;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: Total;2018;19490.967;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: No hours actually worked;2018;2633.712;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 1-14;2018;2434.423;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 15-29;2018;4049.446;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 30-34;2018;2082.817;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 35-39;2018;2756.436;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 40-48;2018;4808.33;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 49+;2018;725.803;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: Total;2017;41665.166;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: No hours actually worked;2017;4994.677;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 1-14;2017;3637.239;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 15-29;2017;5308.54;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 30-34;2017;3055.013;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 35-39;2017;6237.873;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 40-48;2017;14855.567;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 49+;2017;3576.258;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: Total;2017;22277.564;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: No hours actually worked;2017;2377.109;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 1-14;2017;1143.731;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 15-29;2017;1276.964;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 30-34;2017;1041.615;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 35-39;2017;3539.336;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 40-48;2017;10074.356;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 49+;2017;2824.452;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: Total;2017;19387.602;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: No hours actually worked;2017;2617.568;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 1-14;2017;2493.508;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 15-29;2017;4031.576;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 30-34;2017;2013.398;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 35-39;2017;2698.537;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 40-48;2017;4781.21;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 49+;2017;751.806;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: Total;2016;41302.509;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: No hours actually worked;2016;4684.586;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 1-14;2016;3625.241;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 15-29;2016;5170.681;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 30-34;2016;2922.586;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 35-39;2016;6096.309;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 40-48;2016;14963.379;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 49+;2016;3839.726;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: Total;2016;22083.303;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: No hours actually worked;2016;2214.642;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 1-14;2016;1120.749;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 15-29;2016;1200.688;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 30-34;2016;960.872;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 35-39;2016;3442.169;;;;Repository: ILO-STATISTICS - Micro data processing
Germany;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 40-48;2016;10099.755;;;;Repository: ILO-STATISTICS - Micro data processing
