ref_area.label;source.label;indicator.label;sex.label;classif1.label;time;obs_value_worked_hours;obs_status.label;note_classif.label;note_indicator.label;note_source.label
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 49+;2020;1349.735;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: Not elsewhere classified;2020;98.578;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: Total;2020;9502.518;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: No hours actually worked;2020;1520.638;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 1-14;2020;587.911;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 15-29;2020;2193.041;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 30-34;2020;899.479;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 35-39;2020;1409.59;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 40-48;2020;2439.164;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 49+;2020;412.07;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: Not elsewhere classified;2020;40.625;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: Total;2019;23136.253;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: No hours actually worked;2019;1743.617;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 1-14;2019;774.223;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 15-29;2019;3506.646;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 30-34;2019;1706.599;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 35-39;2019;3204.518;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 40-48;2019;9736.191;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 49+;2019;2277.205;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: Not elsewhere classified;2019;187.255;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: Total;2019;13359.316;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: No hours actually worked;2019;831.25;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 1-14;2019;242.918;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 15-29;2019;1061.146;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 30-34;2019;722.068;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 35-39;2019;1698.338;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 40-48;2019;6917.577;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 49+;2019;1762.865;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: Not elsewhere classified;2019;123.154;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: Total;2019;9776.938;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: No hours actually worked;2019;912.366;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 1-14;2019;531.305;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 15-29;2019;2445.5;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 30-34;2019;984.531;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 35-39;2019;1506.18;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 40-48;2019;2818.615;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 49+;2019;514.34;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: Not elsewhere classified;2019;64.101;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: Total;2018;22984.513;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: No hours actually worked;2018;1700.678;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 1-14;2018;741.024;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 15-29;2018;3481.397;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 30-34;2018;1796.253;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 35-39;2018;3182.914;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 40-48;2018;9569.307;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 49+;2018;2340.34;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: Not elsewhere classified;2018;172.6;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: Total;2018;13303.958;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: No hours actually worked;2018;816.655;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 1-14;2018;230.308;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 15-29;2018;1034.69;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 30-34;2018;798.66;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 35-39;2018;1666.725;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 40-48;2018;6829.193;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 49+;2018;1812.779;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: Not elsewhere classified;2018;114.949;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: Total;2018;9680.554;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: No hours actually worked;2018;884.023;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 1-14;2018;510.716;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 15-29;2018;2446.707;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 30-34;2018;997.593;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 35-39;2018;1516.189;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 40-48;2018;2740.114;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 49+;2018;527.561;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: Not elsewhere classified;2018;57.651;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: Total;2017;23021.942;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: No hours actually worked;2017;1675.175;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 1-14;2017;792.741;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 15-29;2017;3573.48;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 30-34;2017;1969.168;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 35-39;2017;3231.797;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 40-48;2017;9263.074;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 49+;2017;2341.857;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: Not elsewhere classified;2017;174.65;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: Total;2017;13348.364;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: No hours actually worked;2017;817.152;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 1-14;2017;245.581;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 15-29;2017;1094.146;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 30-34;2017;933.169;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 35-39;2017;1730.376;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 40-48;2017;6580.802;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 49+;2017;1827.625;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: Not elsewhere classified;2017;119.513;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: Total;2017;9673.578;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: No hours actually worked;2017;858.023;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 1-14;2017;547.16;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 15-29;2017;2479.334;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 30-34;2017;1035.998;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 35-39;2017;1501.421;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 40-48;2017;2682.271;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 49+;2017;514.232;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: Not elsewhere classified;2017;55.137;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: Total;2016;22757.414;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: No hours actually worked;2016;1678.227;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 1-14;2016;810.213;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 15-29;2016;3484.036;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 30-34;2016;1848.749;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 35-39;2016;3291.465;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 40-48;2016;9169.483;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 49+;2016;2259.556;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: Not elsewhere classified;2016;215.685;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: Total;2016;13232.844;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: No hours actually worked;2016;821.628;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 1-14;2016;239.699;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 15-29;2016;1077.804;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 30-34;2016;860.183;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 35-39;2016;1776.023;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 40-48;2016;6546.004;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 49+;2016;1763.757;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: Not elsewhere classified;2016;147.746;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: Total;2016;9524.57;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: No hours actually worked;2016;856.598;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 1-14;2016;570.513;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 15-29;2016;2406.232;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 30-34;2016;988.566;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 35-39;2016;1515.442;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 40-48;2016;2623.479;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 49+;2016;495.799;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: Not elsewhere classified;2016;67.939;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: Total;2015;22464.205;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: No hours actually worked;2015;1876.158;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 1-14;2015;818.131;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 15-29;2015;3509.686;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 30-34;2015;1759.604;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 35-39;2015;3209.217;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 40-48;2015;8777.819;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 49+;2015;2210.781;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: Not elsewhere classified;2015;302.81;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: Total;2015;13084.308;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: No hours actually worked;2015;947.346;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 1-14;2015;255.528;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 15-29;2015;1127.292;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 30-34;2015;813.44;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 35-39;2015;1739.684;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 40-48;2015;6265.679;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 49+;2015;1721.616;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: Not elsewhere classified;2015;213.724;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: Total;2015;9379.897;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: No hours actually worked;2015;928.812;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 1-14;2015;562.603;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 15-29;2015;2382.394;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 30-34;2015;946.164;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 35-39;2015;1469.533;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 40-48;2015;2512.14;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: 49+;2015;489.165;;;;Repository: ILO-STATISTICS - Micro data processing
Italy;LFS - EU Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Female;Hour bands: Not elsewhere classified;2015;89.086;;;;Repository: ILO-STATISTICS - Micro data processing
Jamaica;LFS - Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: Total;2023;1315.532;;;;Repository: ILO-STATISTICS - Micro data processing
Jamaica;LFS - Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: No hours actually worked;2023;4.636;;;;Repository: ILO-STATISTICS - Micro data processing
Jamaica;LFS - Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 1-14;2023;12.841;;;;Repository: ILO-STATISTICS - Micro data processing
Jamaica;LFS - Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 15-29;2023;46.92;;;;Repository: ILO-STATISTICS - Micro data processing
Jamaica;LFS - Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 30-34;2023;30.152;;;;Repository: ILO-STATISTICS - Micro data processing
Jamaica;LFS - Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 35-39;2023;78.647;;;;Repository: ILO-STATISTICS - Micro data processing
Jamaica;LFS - Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 40-48;2023;852.702;;;;Repository: ILO-STATISTICS - Micro data processing
Jamaica;LFS - Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: 49+;2023;286.926;;;;Repository: ILO-STATISTICS - Micro data processing
Jamaica;LFS - Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Total;Hour bands: Not elsewhere classified;2023;2.708;;;;Repository: ILO-STATISTICS - Micro data processing
Jamaica;LFS - Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: Total;2023;710.12;;;;Repository: ILO-STATISTICS - Micro data processing
Jamaica;LFS - Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: No hours actually worked;2023;2.363;;;;Repository: ILO-STATISTICS - Micro data processing
Jamaica;LFS - Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 1-14;2023;5.762;;;;Repository: ILO-STATISTICS - Micro data processing
Jamaica;LFS - Labour Force Survey;Employment by sex and weekly hours actually worked (thousands);Male;Hour bands: 15-29;2023;21.646;;;;Repository: ILO-STATISTICS - Micro data processing
