ref_area.label;source.label;indicator.label;sex.label;classif1.label;time;obs_value_informal;obs_status.label;note_classif.label;note_indicator.label;note_source.label
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Total;Economic activity (Agriculture, Non-Agriculture): Non-agriculture;2021;1.012;;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Male;Economic activity (Agriculture, Non-Agriculture): Total;2021;0.463;;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Male;Economic activity (Agriculture, Non-Agriculture): Agriculture;2021;;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Male;Economic activity (Agriculture, Non-Agriculture): Non-agriculture;2021;0.448;;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Female;Economic activity (Agriculture, Non-Agriculture): Total;2021;1.761;;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Female;Economic activity (Agriculture, Non-Agriculture): Agriculture;2021;7.598;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Female;Economic activity (Agriculture, Non-Agriculture): Non-agriculture;2021;1.657;;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Total;Economic activity (Broad sector): Total;2021;1.066;;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Total;Economic activity (Broad sector): Agriculture;2021;3.439;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Total;Economic activity (Broad sector): Industry;2021;;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Total;Economic activity (Broad sector): Services;2021;1.196;;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Male;Economic activity (Broad sector): Total;2021;0.463;;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Male;Economic activity (Broad sector): Agriculture;2021;;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Male;Economic activity (Broad sector): Industry;2021;;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Male;Economic activity (Broad sector): Services;2021;0.576;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Female;Economic activity (Broad sector): Total;2021;1.761;;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Female;Economic activity (Broad sector): Agriculture;2021;7.598;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Female;Economic activity (Broad sector): Industry;2021;;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Female;Economic activity (Broad sector): Services;2021;1.75;;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Total;Economic activity (Aggregate): Total;2021;1.066;;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Total;Economic activity (Aggregate): Agriculture;2021;3.439;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Total;Economic activity (Aggregate): Manufacturing;2021;;Unreliable;Nonstandard economic activity: Including B | Nonstandard economic activity: Including D-E;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Total;Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2021;0.297;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Total;Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2021;2.252;;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Male;Economic activity (Aggregate): Total;2021;0.463;;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Male;Economic activity (Aggregate): Agriculture;2021;;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Male;Economic activity (Aggregate): Manufacturing;2021;;Unreliable;Nonstandard economic activity: Including B | Nonstandard economic activity: Including D-E;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Male;Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2021;;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Male;Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2021;1.386;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Female;Economic activity (Aggregate): Total;2021;1.761;;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Female;Economic activity (Aggregate): Agriculture;2021;7.598;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Female;Economic activity (Aggregate): Manufacturing;2021;;Unreliable;Nonstandard economic activity: Including B | Nonstandard economic activity: Including D-E;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Female;Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2021;0.456;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Female;Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2021;2.684;;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Total;Economic activity (Agriculture, Non-Agriculture): Total;2020;1.242;;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Total;Economic activity (Agriculture, Non-Agriculture): Agriculture;2020;3.362;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Total;Economic activity (Agriculture, Non-Agriculture): Non-agriculture;2020;1.196;;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Male;Economic activity (Agriculture, Non-Agriculture): Total;2020;0.796;;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Male;Economic activity (Agriculture, Non-Agriculture): Non-agriculture;2020;0.816;;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Female;Economic activity (Agriculture, Non-Agriculture): Total;2020;1.742;;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Female;Economic activity (Agriculture, Non-Agriculture): Agriculture;2020;8.448;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Female;Economic activity (Agriculture, Non-Agriculture): Non-agriculture;2020;1.622;;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Total;Economic activity (Broad sector): Total;2020;1.242;;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Total;Economic activity (Broad sector): Agriculture;2020;3.362;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Total;Economic activity (Broad sector): Industry;2020;0.491;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Total;Economic activity (Broad sector): Services;2020;1.374;;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Male;Economic activity (Broad sector): Total;2020;0.796;;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Male;Economic activity (Broad sector): Industry;2020;0.552;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Male;Economic activity (Broad sector): Services;2020;0.923;;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Female;Economic activity (Broad sector): Total;2020;1.742;;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Female;Economic activity (Broad sector): Agriculture;2020;8.448;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Female;Economic activity (Broad sector): Industry;2020;;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Female;Economic activity (Broad sector): Services;2020;1.775;;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Total;Economic activity (Aggregate): Total;2020;1.242;;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Total;Economic activity (Aggregate): Agriculture;2020;3.362;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Total;Economic activity (Aggregate): Manufacturing;2020;;Unreliable;Nonstandard economic activity: Including B | Nonstandard economic activity: Including D-E;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Total;Economic activity (Aggregate): Construction;2020;;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Total;Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2020;0.603;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Total;Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2020;2.241;;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Male;Economic activity (Aggregate): Total;2020;0.796;;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Male;Economic activity (Aggregate): Manufacturing;2020;;Unreliable;Nonstandard economic activity: Including B | Nonstandard economic activity: Including D-E;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Male;Economic activity (Aggregate): Construction;2020;;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Male;Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2020;0.98;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Male;Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2020;0.819;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Female;Economic activity (Aggregate): Total;2020;1.742;;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Female;Economic activity (Aggregate): Agriculture;2020;8.448;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Female;Economic activity (Aggregate): Construction;2020;;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Female;Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2020;;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Female;Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2020;3.023;;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Total;Economic activity (Agriculture, Non-Agriculture): Total;2019;1.1;;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Total;Economic activity (Agriculture, Non-Agriculture): Agriculture;2019;4.359;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Total;Economic activity (Agriculture, Non-Agriculture): Non-agriculture;2019;1.008;;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Male;Economic activity (Agriculture, Non-Agriculture): Total;2019;0.283;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Male;Economic activity (Agriculture, Non-Agriculture): Agriculture;2019;;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Male;Economic activity (Agriculture, Non-Agriculture): Non-agriculture;2019;0.258;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Female;Economic activity (Agriculture, Non-Agriculture): Total;2019;2.042;;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Female;Economic activity (Agriculture, Non-Agriculture): Agriculture;2019;9.503;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Female;Economic activity (Agriculture, Non-Agriculture): Non-agriculture;2019;1.864;;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Total;Economic activity (Broad sector): Total;2019;1.1;;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Total;Economic activity (Broad sector): Agriculture;2019;4.359;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Total;Economic activity (Broad sector): Industry;2019;;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Total;Economic activity (Broad sector): Services;2019;1.218;;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Male;Economic activity (Broad sector): Total;2019;0.283;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Male;Economic activity (Broad sector): Agriculture;2019;;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Male;Economic activity (Broad sector): Industry;2019;;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Male;Economic activity (Broad sector): Services;2019;0.339;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Female;Economic activity (Broad sector): Total;2019;2.042;;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Female;Economic activity (Broad sector): Agriculture;2019;9.503;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Female;Economic activity (Broad sector): Industry;2019;;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Female;Economic activity (Broad sector): Services;2019;2.024;;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Total;Economic activity (Aggregate): Total;2019;1.1;;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Total;Economic activity (Aggregate): Agriculture;2019;4.359;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Total;Economic activity (Aggregate): Manufacturing;2019;;Unreliable;Nonstandard economic activity: Including B | Nonstandard economic activity: Including D-E;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Total;Economic activity (Aggregate): Construction;2019;;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Total;Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;0.164;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Total;Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;2.463;;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Male;Economic activity (Aggregate): Total;2019;0.283;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Switzerland;HIES - EU Statistics on Income and Living Conditions;SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%);Male;Economic activity (Aggregate): Agriculture;2019;;Unreliable;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
