ref_area.label;source.label;indicator.label;sex.label;time;obs_value_NEET;obs_status.label;note_indicator.label;note_source.label
Dominican Republic;LFS - Continuous National Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2022;21.452;;;Repository: ILO-STATISTICS - Micro data processing
Dominican Republic;LFS - Continuous National Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2022;31.697;;;Repository: ILO-STATISTICS - Micro data processing
Dominican Republic;LFS - Continuous National Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2021;27.333;;;Repository: ILO-STATISTICS - Micro data processing
Dominican Republic;LFS - Continuous National Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2021;21.117;;;Repository: ILO-STATISTICS - Micro data processing
Dominican Republic;LFS - Continuous National Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2021;33.569;;;Repository: ILO-STATISTICS - Micro data processing
Dominican Republic;LFS - Continuous National Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2020;37.702;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Dominican Republic;LFS - Continuous National Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2020;31.085;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Dominican Republic;LFS - Continuous National Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2020;44.147;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Dominican Republic;LFS - Continuous National Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2019;24.727;;;Repository: ILO-STATISTICS - Micro data processing
Dominican Republic;LFS - Continuous National Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2019;18.775;;;Repository: ILO-STATISTICS - Micro data processing
Dominican Republic;LFS - Continuous National Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2019;30.486;;;Repository: ILO-STATISTICS - Micro data processing
Dominican Republic;LFS - Continuous National Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2018;24.5;;;Repository: ILO-STATISTICS - Micro data processing
Dominican Republic;LFS - Continuous National Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2018;18.104;;;Repository: ILO-STATISTICS - Micro data processing
Dominican Republic;LFS - Continuous National Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2018;30.955;;;Repository: ILO-STATISTICS - Micro data processing
Dominican Republic;LFS - Continuous National Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2017;24.336;;;Repository: ILO-STATISTICS - Micro data processing
Dominican Republic;LFS - Continuous National Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2017;18.27;;;Repository: ILO-STATISTICS - Micro data processing
Dominican Republic;LFS - Continuous National Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2017;30.537;;;Repository: ILO-STATISTICS - Micro data processing
Dominican Republic;LFS - Continuous National Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2016;25.374;;;Repository: ILO-STATISTICS - Micro data processing
Dominican Republic;LFS - Continuous National Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2016;19.203;;;Repository: ILO-STATISTICS - Micro data processing
Dominican Republic;LFS - Continuous National Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2016;31.617;;;Repository: ILO-STATISTICS - Micro data processing
Dominican Republic;LFS - Continuous National Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2015;25.232;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Dominican Republic;LFS - Continuous National Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2015;19.537;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Dominican Republic;LFS - Continuous National Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2015;31.074;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Algeria;LFS - Household Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2017;20.95;;;Data reference period: September
Algeria;LFS - Household Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2017;10.94;;;Data reference period: September
Algeria;LFS - Household Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2017;31.69;;;Data reference period: September
Algeria;LFS - Household Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2015;21.2;;;
Algeria;LFS - Household Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2015;10.8;;;
Algeria;LFS - Household Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2015;32.1;;;
Ecuador;LFS - National Survey on Employment, Unemployment and Underemployment;Share of youth not in employment, education or training (NEET) by sex (%);Total;2023;18.634;;;Repository: ILO-STATISTICS - Micro data processing
Ecuador;LFS - National Survey on Employment, Unemployment and Underemployment;Share of youth not in employment, education or training (NEET) by sex (%);Male;2023;11.288;;;Repository: ILO-STATISTICS - Micro data processing
Ecuador;LFS - National Survey on Employment, Unemployment and Underemployment;Share of youth not in employment, education or training (NEET) by sex (%);Female;2023;26.331;;;Repository: ILO-STATISTICS - Micro data processing
Ecuador;LFS - National Survey on Employment, Unemployment and Underemployment;Share of youth not in employment, education or training (NEET) by sex (%);Total;2022;17.99;;;Repository: ILO-STATISTICS - Micro data processing
Ecuador;LFS - National Survey on Employment, Unemployment and Underemployment;Share of youth not in employment, education or training (NEET) by sex (%);Male;2022;10.547;;;Repository: ILO-STATISTICS - Micro data processing
Ecuador;LFS - National Survey on Employment, Unemployment and Underemployment;Share of youth not in employment, education or training (NEET) by sex (%);Female;2022;26.279;;;Repository: ILO-STATISTICS - Micro data processing
Ecuador;LFS - National Survey on Employment, Unemployment and Underemployment;Share of youth not in employment, education or training (NEET) by sex (%);Total;2021;18.497;;;Repository: ILO-STATISTICS - Micro data processing
Ecuador;LFS - National Survey on Employment, Unemployment and Underemployment;Share of youth not in employment, education or training (NEET) by sex (%);Male;2021;10.592;;;Repository: ILO-STATISTICS - Micro data processing
Ecuador;LFS - National Survey on Employment, Unemployment and Underemployment;Share of youth not in employment, education or training (NEET) by sex (%);Female;2021;27.162;;;Repository: ILO-STATISTICS - Micro data processing
Ecuador;LFS - National Survey on Employment, Unemployment and Underemployment;Share of youth not in employment, education or training (NEET) by sex (%);Total;2019;17.516;;;Repository: ILO-STATISTICS - Micro data processing
Ecuador;LFS - National Survey on Employment, Unemployment and Underemployment;Share of youth not in employment, education or training (NEET) by sex (%);Male;2019;9.965;;;Repository: ILO-STATISTICS - Micro data processing
Ecuador;LFS - National Survey on Employment, Unemployment and Underemployment;Share of youth not in employment, education or training (NEET) by sex (%);Female;2019;25.815;;;Repository: ILO-STATISTICS - Micro data processing
Ecuador;LFS - National Survey on Employment, Unemployment and Underemployment;Share of youth not in employment, education or training (NEET) by sex (%);Total;2018;17.67;;;Repository: ILO-STATISTICS - Micro data processing
Ecuador;LFS - National Survey on Employment, Unemployment and Underemployment;Share of youth not in employment, education or training (NEET) by sex (%);Male;2018;9.826;;;Repository: ILO-STATISTICS - Micro data processing
Ecuador;LFS - National Survey on Employment, Unemployment and Underemployment;Share of youth not in employment, education or training (NEET) by sex (%);Female;2018;26.054;;;Repository: ILO-STATISTICS - Micro data processing
Ecuador;LFS - National Survey on Employment, Unemployment and Underemployment;Share of youth not in employment, education or training (NEET) by sex (%);Total;2017;17.56;;;Repository: ILO-STATISTICS - Micro data processing
Ecuador;LFS - National Survey on Employment, Unemployment and Underemployment;Share of youth not in employment, education or training (NEET) by sex (%);Male;2017;9.267;;;Repository: ILO-STATISTICS - Micro data processing
Ecuador;LFS - National Survey on Employment, Unemployment and Underemployment;Share of youth not in employment, education or training (NEET) by sex (%);Female;2017;25.982;;;Repository: ILO-STATISTICS - Micro data processing
Ecuador;LFS - National Survey on Employment, Unemployment and Underemployment;Share of youth not in employment, education or training (NEET) by sex (%);Total;2016;18.44;;;Repository: ILO-STATISTICS - Micro data processing
Ecuador;LFS - National Survey on Employment, Unemployment and Underemployment;Share of youth not in employment, education or training (NEET) by sex (%);Male;2016;10.236;;;Repository: ILO-STATISTICS - Micro data processing
Ecuador;LFS - National Survey on Employment, Unemployment and Underemployment;Share of youth not in employment, education or training (NEET) by sex (%);Female;2016;26.682;;;Repository: ILO-STATISTICS - Micro data processing
Ecuador;LFS - National Survey on Employment, Unemployment and Underemployment;Share of youth not in employment, education or training (NEET) by sex (%);Total;2015;19.811;;;Repository: ILO-STATISTICS - Micro data processing
Ecuador;LFS - National Survey on Employment, Unemployment and Underemployment;Share of youth not in employment, education or training (NEET) by sex (%);Male;2015;10.5;;;Repository: ILO-STATISTICS - Micro data processing
Ecuador;LFS - National Survey on Employment, Unemployment and Underemployment;Share of youth not in employment, education or training (NEET) by sex (%);Female;2015;29.264;;;Repository: ILO-STATISTICS - Micro data processing
Egypt;LFS - Labour Force Sample Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2023;24.567;;;Repository: ILO-STATISTICS - Micro data processing
Egypt;LFS - Labour Force Sample Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2023;14.616;;;Repository: ILO-STATISTICS - Micro data processing
Egypt;LFS - Labour Force Sample Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2023;36.166;;;Repository: ILO-STATISTICS - Micro data processing
Egypt;LFS - Labour Force Sample Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2022;26.92;;;Repository: ILO-STATISTICS - Micro data processing
Egypt;LFS - Labour Force Sample Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2022;15.833;;;Repository: ILO-STATISTICS - Micro data processing
Egypt;LFS - Labour Force Sample Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2022;40.117;;;Repository: ILO-STATISTICS - Micro data processing
Egypt;LFS - Labour Force Sample Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2021;28.743;;;Repository: ILO-STATISTICS - Micro data processing
Egypt;LFS - Labour Force Sample Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2021;16.749;;;Repository: ILO-STATISTICS - Micro data processing
Egypt;LFS - Labour Force Sample Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2021;42.158;;;Repository: ILO-STATISTICS - Micro data processing
Egypt;LFS - Labour Force Sample Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2020;30.156;;;Repository: ILO-STATISTICS - Micro data processing
Egypt;LFS - Labour Force Sample Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2020;17.178;;;Repository: ILO-STATISTICS - Micro data processing
Egypt;LFS - Labour Force Sample Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2020;43.93;;;Repository: ILO-STATISTICS - Micro data processing
Egypt;LFS - Labour Force Sample Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2019;27.959;;;Repository: ILO-STATISTICS - Micro data processing
Egypt;LFS - Labour Force Sample Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2019;16.438;;;Repository: ILO-STATISTICS - Micro data processing
Egypt;LFS - Labour Force Sample Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2019;40.345;;;Repository: ILO-STATISTICS - Micro data processing
Egypt;LFS - Labour Force Sample Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2018;27.095;;;Repository: ILO-STATISTICS - Micro data processing
Egypt;LFS - Labour Force Sample Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2018;18.599;;;Repository: ILO-STATISTICS - Micro data processing
Egypt;LFS - Labour Force Sample Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2018;36.602;;;Repository: ILO-STATISTICS - Micro data processing
Egypt;LFS - Labour Force Sample Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2017;26.903;;;Repository: ILO-STATISTICS - Micro data processing
Egypt;LFS - Labour Force Sample Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2017;19.583;;;Repository: ILO-STATISTICS - Micro data processing
Egypt;LFS - Labour Force Sample Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2017;34.996;;;Repository: ILO-STATISTICS - Micro data processing
Egypt;LFS - Labour Force Sample Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2016;27.61;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Egypt;LFS - Labour Force Sample Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2016;19.879;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Egypt;LFS - Labour Force Sample Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2016;35.69;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Egypt;LFS - Labour Force Sample Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2015;27.605;;;Repository: ILO-STATISTICS - Micro data processing
Egypt;LFS - Labour Force Sample Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2015;19.762;;;Repository: ILO-STATISTICS - Micro data processing
Egypt;LFS - Labour Force Sample Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2015;35.809;;;Repository: ILO-STATISTICS - Micro data processing
Spain;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2023;9.3;;;Repository: ILO-STATISTICS - Micro data processing
Spain;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2023;9.635;;;Repository: ILO-STATISTICS - Micro data processing
Spain;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2023;8.945;;;Repository: ILO-STATISTICS - Micro data processing
Spain;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2022;9.221;;;Repository: ILO-STATISTICS - Micro data processing
Spain;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2022;9.261;;;Repository: ILO-STATISTICS - Micro data processing
Spain;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2022;9.178;;;Repository: ILO-STATISTICS - Micro data processing
Spain;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2021;11.688;;;Repository: ILO-STATISTICS - Micro data processing
Spain;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2021;13.104;;;Repository: ILO-STATISTICS - Micro data processing
Spain;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2021;10.2;;;Repository: ILO-STATISTICS - Micro data processing
Spain;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2020;13.682;;;Repository: ILO-STATISTICS - Micro data processing
Spain;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2020;15.089;;;Repository: ILO-STATISTICS - Micro data processing
Spain;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2020;12.2;;;Repository: ILO-STATISTICS - Micro data processing
Spain;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2019;11.584;;;Repository: ILO-STATISTICS - Micro data processing
Spain;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2019;11.959;;;Repository: ILO-STATISTICS - Micro data processing
Spain;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2019;11.187;;;Repository: ILO-STATISTICS - Micro data processing
Spain;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2018;11.841;;;Repository: ILO-STATISTICS - Micro data processing
Spain;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2018;12.46;;;Repository: ILO-STATISTICS - Micro data processing
Spain;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2018;11.193;;;Repository: ILO-STATISTICS - Micro data processing
Spain;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2017;12.151;;;Repository: ILO-STATISTICS - Micro data processing
Spain;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2017;12.62;;;Repository: ILO-STATISTICS - Micro data processing
Spain;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2017;11.658;;;Repository: ILO-STATISTICS - Micro data processing
Spain;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2016;13.793;;;Repository: ILO-STATISTICS - Micro data processing
Spain;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2016;14.273;;;Repository: ILO-STATISTICS - Micro data processing
Spain;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2016;13.29;;;Repository: ILO-STATISTICS - Micro data processing
Spain;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2015;14.603;;;Repository: ILO-STATISTICS - Micro data processing
Spain;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2015;16.062;;;Repository: ILO-STATISTICS - Micro data processing
Spain;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2015;13.064;;;Repository: ILO-STATISTICS - Micro data processing
Estonia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2023;9.595;;;Repository: ILO-STATISTICS - Micro data processing
Estonia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2023;12.005;;;Repository: ILO-STATISTICS - Micro data processing
Estonia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2023;7.216;;;Repository: ILO-STATISTICS - Micro data processing
Estonia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2022;10.735;;;Repository: ILO-STATISTICS - Micro data processing
Estonia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2022;13.607;;;Repository: ILO-STATISTICS - Micro data processing
Estonia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2022;7.842;;;Repository: ILO-STATISTICS - Micro data processing
Estonia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2021;10.921;;;Repository: ILO-STATISTICS - Micro data processing
Estonia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2021;12.12;;;Repository: ILO-STATISTICS - Micro data processing
Estonia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2021;9.722;;;Repository: ILO-STATISTICS - Micro data processing
Estonia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2020;9.204;;;Repository: ILO-STATISTICS - Micro data processing
Estonia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2020;8.611;;;Repository: ILO-STATISTICS - Micro data processing
Estonia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2020;9.796;;;Repository: ILO-STATISTICS - Micro data processing
Estonia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2019;7.859;;;Repository: ILO-STATISTICS - Micro data processing
Estonia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2019;7.958;;;Repository: ILO-STATISTICS - Micro data processing
Estonia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2019;7.762;;;Repository: ILO-STATISTICS - Micro data processing
Estonia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2018;10.348;;;Repository: ILO-STATISTICS - Micro data processing
Estonia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2018;11.08;;;Repository: ILO-STATISTICS - Micro data processing
Estonia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2018;9.611;;;Repository: ILO-STATISTICS - Micro data processing
Estonia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2017;10.026;;;Repository: ILO-STATISTICS - Micro data processing
Estonia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2017;9.284;;;Repository: ILO-STATISTICS - Micro data processing
Estonia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2017;10.773;;;Repository: ILO-STATISTICS - Micro data processing
Estonia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2016;9.568;;;Repository: ILO-STATISTICS - Micro data processing
Estonia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2016;7.35;;;Repository: ILO-STATISTICS - Micro data processing
Estonia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2016;11.804;;;Repository: ILO-STATISTICS - Micro data processing
Estonia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2015;11.482;;;Repository: ILO-STATISTICS - Micro data processing
Estonia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2015;9.818;;;Repository: ILO-STATISTICS - Micro data processing
Estonia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2015;13.17;;;Repository: ILO-STATISTICS - Micro data processing
Ethiopia;LFS - National Labor Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2021;17.529;;;Repository: ILO-STATISTICS - Micro data processing
Ethiopia;LFS - National Labor Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2021;9.869;;;Repository: ILO-STATISTICS - Micro data processing
Ethiopia;LFS - National Labor Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2021;24.875;;;Repository: ILO-STATISTICS - Micro data processing
Finland;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2023;8.841;;;Repository: ILO-STATISTICS - Micro data processing
Finland;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2023;10.389;;;Repository: ILO-STATISTICS - Micro data processing
Finland;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2023;7.274;;;Repository: ILO-STATISTICS - Micro data processing
Finland;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2022;8.068;;;Repository: ILO-STATISTICS - Micro data processing
Finland;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2022;8.851;;;Repository: ILO-STATISTICS - Micro data processing
Finland;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2022;7.276;;;Repository: ILO-STATISTICS - Micro data processing
Finland;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2021;8.492;;;Repository: ILO-STATISTICS - Micro data processing
Finland;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2021;9.754;;;Repository: ILO-STATISTICS - Micro data processing
Finland;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2021;7.232;;;Repository: ILO-STATISTICS - Micro data processing
Finland;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2020;9.365;;;Repository: ILO-STATISTICS - Micro data processing
Finland;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2020;10.257;;;Repository: ILO-STATISTICS - Micro data processing
Finland;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2020;8.456;;;Repository: ILO-STATISTICS - Micro data processing
Finland;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2019;7.386;;;Repository: ILO-STATISTICS - Micro data processing
Finland;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2019;7.468;;;Repository: ILO-STATISTICS - Micro data processing
Finland;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2019;7.303;;;Repository: ILO-STATISTICS - Micro data processing
Finland;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2018;7.746;;;Repository: ILO-STATISTICS - Micro data processing
Finland;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2018;7.578;;;Repository: ILO-STATISTICS - Micro data processing
Finland;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2018;7.915;;;Repository: ILO-STATISTICS - Micro data processing
Finland;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2017;8.888;;;Repository: ILO-STATISTICS - Micro data processing
Finland;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2017;9.454;;;Repository: ILO-STATISTICS - Micro data processing
Finland;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2017;8.315;;;Repository: ILO-STATISTICS - Micro data processing
Finland;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2016;9.238;;;Repository: ILO-STATISTICS - Micro data processing
Finland;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2016;9.871;;;Repository: ILO-STATISTICS - Micro data processing
Finland;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2016;8.603;;;Repository: ILO-STATISTICS - Micro data processing
Finland;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2015;10.59;;;Repository: ILO-STATISTICS - Micro data processing
Finland;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2015;12.158;;;Repository: ILO-STATISTICS - Micro data processing
Finland;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2015;9.044;;;Repository: ILO-STATISTICS - Micro data processing
Fiji;LFS - Employment, Unemployment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2016;20.086;;;Repository: ILO-STATISTICS - Micro data processing
Fiji;LFS - Employment, Unemployment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2016;10.828;;;Repository: ILO-STATISTICS - Micro data processing
Fiji;LFS - Employment, Unemployment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2016;29.592;;;Repository: ILO-STATISTICS - Micro data processing
France;LFS - Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2023;11.804;;;Repository: ILO-STATISTICS - Micro data processing
France;LFS - Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2023;13.162;;;Repository: ILO-STATISTICS - Micro data processing
France;LFS - Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2023;10.39;;;Repository: ILO-STATISTICS - Micro data processing
France;LFS - Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2022;11.557;;;Repository: ILO-STATISTICS - Micro data processing
France;LFS - Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2022;12.823;;;Repository: ILO-STATISTICS - Micro data processing
France;LFS - Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2022;10.244;;;Repository: ILO-STATISTICS - Micro data processing
France;LFS - Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2021;11.483;;;Repository: ILO-STATISTICS - Micro data processing
France;LFS - Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2021;12.534;;;Repository: ILO-STATISTICS - Micro data processing
