ref_area.label;source.label;indicator.label;sex.label;time;obs_value_NEET;obs_status.label;note_indicator.label;note_source.label
Slovenia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2015;9.95;;;Repository: ILO-STATISTICS - Micro data processing
Slovenia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2015;9.05;;;Repository: ILO-STATISTICS - Micro data processing
Sweden;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2023;5.12;;;Repository: ILO-STATISTICS - Micro data processing
Sweden;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2023;5.082;;;Repository: ILO-STATISTICS - Micro data processing
Sweden;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2023;5.16;;;Repository: ILO-STATISTICS - Micro data processing
Sweden;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2022;4.948;;;Repository: ILO-STATISTICS - Micro data processing
Sweden;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2022;5.065;;;Repository: ILO-STATISTICS - Micro data processing
Sweden;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2022;4.819;;;Repository: ILO-STATISTICS - Micro data processing
Sweden;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2021;5.061;;;Repository: ILO-STATISTICS - Micro data processing
Sweden;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2021;5.426;;;Repository: ILO-STATISTICS - Micro data processing
Sweden;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2021;4.661;;;Repository: ILO-STATISTICS - Micro data processing
Sweden;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2020;6.517;;;Repository: ILO-STATISTICS - Micro data processing
Sweden;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2020;6.61;;;Repository: ILO-STATISTICS - Micro data processing
Sweden;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2020;6.414;;;Repository: ILO-STATISTICS - Micro data processing
Sweden;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2019;5.527;;;Repository: ILO-STATISTICS - Micro data processing
Sweden;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2019;5.633;;;Repository: ILO-STATISTICS - Micro data processing
Sweden;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2019;5.41;;;Repository: ILO-STATISTICS - Micro data processing
Sweden;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2018;6.174;;;Repository: ILO-STATISTICS - Micro data processing
Sweden;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2018;6.346;;;Repository: ILO-STATISTICS - Micro data processing
Sweden;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2018;5.987;;;Repository: ILO-STATISTICS - Micro data processing
Sweden;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2017;6.273;;;Repository: ILO-STATISTICS - Micro data processing
Sweden;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2017;6.274;;;Repository: ILO-STATISTICS - Micro data processing
Sweden;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2017;6.273;;;Repository: ILO-STATISTICS - Micro data processing
Sweden;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2016;6.589;;;Repository: ILO-STATISTICS - Micro data processing
Sweden;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2016;6.973;;;Repository: ILO-STATISTICS - Micro data processing
Sweden;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2016;6.178;;;Repository: ILO-STATISTICS - Micro data processing
Sweden;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2015;6.809;;;Repository: ILO-STATISTICS - Micro data processing
Sweden;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2015;7.006;;;Repository: ILO-STATISTICS - Micro data processing
Sweden;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2015;6.599;;;Repository: ILO-STATISTICS - Micro data processing
Eswatini;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2023;36.472;;;Repository: ILO-STATISTICS - Micro data processing
Eswatini;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2023;33.854;;;Repository: ILO-STATISTICS - Micro data processing
Eswatini;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2023;39.031;;;Repository: ILO-STATISTICS - Micro data processing
Eswatini;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2021;34.389;;;Repository: ILO-STATISTICS - Micro data processing
Eswatini;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2021;29.88;;;Repository: ILO-STATISTICS - Micro data processing
Eswatini;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2021;38.883;;;Repository: ILO-STATISTICS - Micro data processing
Eswatini;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2016;35.498;;;Repository: ILO-STATISTICS - Micro data processing
Eswatini;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2016;29.917;;;Repository: ILO-STATISTICS - Micro data processing
Eswatini;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2016;41.195;;;Repository: ILO-STATISTICS - Micro data processing
Seychelles;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2023;20.365;;;Repository: ILO-STATISTICS - Micro data processing
Seychelles;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2023;23.465;;;Repository: ILO-STATISTICS - Micro data processing
Seychelles;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2023;17.112;;;Repository: ILO-STATISTICS - Micro data processing
Seychelles;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2020;26.009;;;Repository: ILO-STATISTICS - Micro data processing
Seychelles;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2020;29.821;;;Repository: ILO-STATISTICS - Micro data processing
Seychelles;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2020;22.152;;;Repository: ILO-STATISTICS - Micro data processing
Seychelles;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2019;21.822;;;Repository: ILO-STATISTICS - Micro data processing
Seychelles;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2019;21.282;;;Repository: ILO-STATISTICS - Micro data processing
Seychelles;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2019;22.358;;;Repository: ILO-STATISTICS - Micro data processing
Chad;HIES - Modular and Integrated Household Survey on Living Conditions;Share of youth not in employment, education or training (NEET) by sex (%);Total;2018;37.047;;;Repository: ILO-STATISTICS - Micro data processing
Chad;HIES - Modular and Integrated Household Survey on Living Conditions;Share of youth not in employment, education or training (NEET) by sex (%);Male;2018;24.814;;;Repository: ILO-STATISTICS - Micro data processing
Chad;HIES - Modular and Integrated Household Survey on Living Conditions;Share of youth not in employment, education or training (NEET) by sex (%);Female;2018;46.376;;;Repository: ILO-STATISTICS - Micro data processing
Togo;HIES - Living Standards Measurement Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2022;13.02;;;Repository: ILO-STATISTICS - Micro data processing
Togo;HIES - Living Standards Measurement Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2022;10.347;;;Repository: ILO-STATISTICS - Micro data processing
Togo;HIES - Living Standards Measurement Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2022;15.486;;;Repository: ILO-STATISTICS - Micro data processing
Togo;HIES - Living Standards Measurement Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2019;10.398;;;Repository: ILO-STATISTICS - Micro data processing
Togo;HIES - Living Standards Measurement Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2019;5.681;;;Repository: ILO-STATISTICS - Micro data processing
Togo;HIES - Living Standards Measurement Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2019;14.862;;;Repository: ILO-STATISTICS - Micro data processing
Togo;LFS - Regional Integrated Survey on Employment and the Informal Sector;Share of youth not in employment, education or training (NEET) by sex (%);Total;2017;25.078;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Togo;LFS - Regional Integrated Survey on Employment and the Informal Sector;Share of youth not in employment, education or training (NEET) by sex (%);Male;2017;18.28;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Togo;LFS - Regional Integrated Survey on Employment and the Informal Sector;Share of youth not in employment, education or training (NEET) by sex (%);Female;2017;31.534;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Togo;HS - Questionnaire on Indicators of Well-being;Share of youth not in employment, education or training (NEET) by sex (%);Total;2015;17.759;;;Repository: ILO-STATISTICS - Micro data processing
Togo;HS - Questionnaire on Indicators of Well-being;Share of youth not in employment, education or training (NEET) by sex (%);Male;2015;15.053;;;Repository: ILO-STATISTICS - Micro data processing
Togo;HS - Questionnaire on Indicators of Well-being;Share of youth not in employment, education or training (NEET) by sex (%);Female;2015;20.874;;;Repository: ILO-STATISTICS - Micro data processing
Thailand;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2023;12.463;;;Repository: ILO-STATISTICS - Micro data processing
Thailand;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2023;9.396;;;Repository: ILO-STATISTICS - Micro data processing
Thailand;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2023;15.546;;;Repository: ILO-STATISTICS - Micro data processing
Thailand;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2022;13.347;;;Repository: ILO-STATISTICS - Micro data processing
Thailand;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2022;10.336;;;Repository: ILO-STATISTICS - Micro data processing
Thailand;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2022;16.374;;;Repository: ILO-STATISTICS - Micro data processing
Thailand;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2021;14.751;;;Repository: ILO-STATISTICS - Micro data processing
Thailand;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2021;11.36;;;Repository: ILO-STATISTICS - Micro data processing
Thailand;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2021;18.237;;;Repository: ILO-STATISTICS - Micro data processing
Thailand;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2020;15.135;;;Repository: ILO-STATISTICS - Micro data processing
Thailand;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2020;11.83;;;Repository: ILO-STATISTICS - Micro data processing
Thailand;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2020;18.528;;;Repository: ILO-STATISTICS - Micro data processing
Thailand;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2019;14.88;;;Repository: ILO-STATISTICS - Micro data processing
Thailand;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2019;11.245;;;Repository: ILO-STATISTICS - Micro data processing
Thailand;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2019;18.607;;;Repository: ILO-STATISTICS - Micro data processing
Thailand;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2018;14.782;;;Repository: ILO-STATISTICS - Micro data processing
Thailand;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2018;10.743;;;Repository: ILO-STATISTICS - Micro data processing
Thailand;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2018;18.915;;;Repository: ILO-STATISTICS - Micro data processing
Thailand;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2017;15.585;;;Repository: ILO-STATISTICS - Micro data processing
Thailand;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2017;11.573;;;Repository: ILO-STATISTICS - Micro data processing
Thailand;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2017;19.685;;;Repository: ILO-STATISTICS - Micro data processing
Thailand;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2016;14.966;;;Repository: ILO-STATISTICS - Micro data processing
Thailand;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2016;10.621;;;Repository: ILO-STATISTICS - Micro data processing
Thailand;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2016;19.398;;;Repository: ILO-STATISTICS - Micro data processing
Thailand;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2015;13.591;;;Repository: ILO-STATISTICS - Micro data processing
Thailand;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2015;9.253;;;Repository: ILO-STATISTICS - Micro data processing
Thailand;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2015;18.008;;;Repository: ILO-STATISTICS - Micro data processing
Tajikistan;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2016;41.328;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Tajikistan;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2016;26.314;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Tajikistan;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2016;57.628;;;Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Tokelau;PC - Population Census;Share of youth not in employment, education or training (NEET) by sex (%);Total;2022;41.593;;;Repository: ILO-STATISTICS - Micro data processing
Tokelau;PC - Population Census;Share of youth not in employment, education or training (NEET) by sex (%);Male;2022;33.871;;;Repository: ILO-STATISTICS - Micro data processing
Tokelau;PC - Population Census;Share of youth not in employment, education or training (NEET) by sex (%);Female;2022;50.98;;;Repository: ILO-STATISTICS - Micro data processing
Tokelau;HIES - Household Income and Expenditure Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2016;9.098;Unreliable;;Repository: ILO-STATISTICS - Micro data processing
Tokelau;HIES - Household Income and Expenditure Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2016;;Unreliable;;Repository: ILO-STATISTICS - Micro data processing
Tokelau;HIES - Household Income and Expenditure Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2016;15.359;Unreliable;;Repository: ILO-STATISTICS - Micro data processing
Timor-Leste;PC - Population Census;Share of youth not in employment, education or training (NEET) by sex (%);Total;2022;29.122;;;Repository: ILO-STATISTICS - Micro data processing
Timor-Leste;PC - Population Census;Share of youth not in employment, education or training (NEET) by sex (%);Male;2022;29.053;;;Repository: ILO-STATISTICS - Micro data processing
Timor-Leste;PC - Population Census;Share of youth not in employment, education or training (NEET) by sex (%);Female;2022;29.192;;;Repository: ILO-STATISTICS - Micro data processing
Timor-Leste;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2021;31.171;;;Repository: ILO-STATISTICS - Micro data processing
Timor-Leste;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2021;29.828;;;Repository: ILO-STATISTICS - Micro data processing
Timor-Leste;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2021;32.565;;;Repository: ILO-STATISTICS - Micro data processing
Timor-Leste;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2016;20.951;;;Repository: ILO-STATISTICS - Micro data processing
Timor-Leste;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2016;16.233;;;Repository: ILO-STATISTICS - Micro data processing
Timor-Leste;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2016;25.695;;;Repository: ILO-STATISTICS - Micro data processing
Timor-Leste;PC - Population Census;Share of youth not in employment, education or training (NEET) by sex (%);Total;2015;21.004;;;Repository: ILO-STATISTICS - Micro data processing
Timor-Leste;PC - Population Census;Share of youth not in employment, education or training (NEET) by sex (%);Male;2015;17.545;;;Repository: ILO-STATISTICS - Micro data processing
Timor-Leste;PC - Population Census;Share of youth not in employment, education or training (NEET) by sex (%);Female;2015;24.482;;;Repository: ILO-STATISTICS - Micro data processing
Tonga;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2023;25.611;;;Repository: ILO-STATISTICS - Micro data processing
Tonga;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2023;23.255;;;Repository: ILO-STATISTICS - Micro data processing
Tonga;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2023;27.826;;;Repository: ILO-STATISTICS - Micro data processing
Tonga;HIES - Household Income and Expenditure Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2021;18.677;;;Repository: ILO-STATISTICS - Micro data processing
Tonga;HIES - Household Income and Expenditure Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2021;13.816;;;Repository: ILO-STATISTICS - Micro data processing
Tonga;HIES - Household Income and Expenditure Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2021;23.276;;;Repository: ILO-STATISTICS - Micro data processing
Tonga;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2018;27.922;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Tonga;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2018;25.363;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Tonga;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2018;30.385;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Tonga;HIES - Household Income and Expenditure Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2016;24.218;;;Repository: ILO-STATISTICS - Micro data processing
Tonga;HIES - Household Income and Expenditure Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2016;17.617;;;Repository: ILO-STATISTICS - Micro data processing
Tonga;HIES - Household Income and Expenditure Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2016;31.468;;;Repository: ILO-STATISTICS - Micro data processing
Trinidad and Tobago;LFS - Continuous Sample Survey of the Population;Share of youth not in employment, education or training (NEET) by sex (%);Total;2023;14.381;;;Repository: ILO-STATISTICS - Micro data processing
Trinidad and Tobago;LFS - Continuous Sample Survey of the Population;Share of youth not in employment, education or training (NEET) by sex (%);Male;2023;11.768;;;Repository: ILO-STATISTICS - Micro data processing
Trinidad and Tobago;LFS - Continuous Sample Survey of the Population;Share of youth not in employment, education or training (NEET) by sex (%);Female;2023;16.912;;;Repository: ILO-STATISTICS - Micro data processing
Trinidad and Tobago;LFS - Continuous Sample Survey of the Population;Share of youth not in employment, education or training (NEET) by sex (%);Total;2022;16.882;;;Repository: ILO-STATISTICS - Micro data processing
Trinidad and Tobago;LFS - Continuous Sample Survey of the Population;Share of youth not in employment, education or training (NEET) by sex (%);Male;2022;15.696;;;Repository: ILO-STATISTICS - Micro data processing
Trinidad and Tobago;LFS - Continuous Sample Survey of the Population;Share of youth not in employment, education or training (NEET) by sex (%);Female;2022;18.073;;;Repository: ILO-STATISTICS - Micro data processing
Trinidad and Tobago;LFS - Continuous Sample Survey of the Population;Share of youth not in employment, education or training (NEET) by sex (%);Total;2021;15.465;;;Repository: ILO-STATISTICS - Micro data processing
Trinidad and Tobago;LFS - Continuous Sample Survey of the Population;Share of youth not in employment, education or training (NEET) by sex (%);Male;2021;13.54;;;Repository: ILO-STATISTICS - Micro data processing
Trinidad and Tobago;LFS - Continuous Sample Survey of the Population;Share of youth not in employment, education or training (NEET) by sex (%);Female;2021;17.455;;;Repository: ILO-STATISTICS - Micro data processing
Trinidad and Tobago;LFS - Continuous Sample Survey of the Population;Share of youth not in employment, education or training (NEET) by sex (%);Total;2020;17.057;;;Repository: ILO-STATISTICS - Micro data processing
Trinidad and Tobago;LFS - Continuous Sample Survey of the Population;Share of youth not in employment, education or training (NEET) by sex (%);Male;2020;12.975;;;Repository: ILO-STATISTICS - Micro data processing
Trinidad and Tobago;LFS - Continuous Sample Survey of the Population;Share of youth not in employment, education or training (NEET) by sex (%);Female;2020;21.496;;;Repository: ILO-STATISTICS - Micro data processing
Trinidad and Tobago;LFS - Continuous Sample Survey of the Population;Share of youth not in employment, education or training (NEET) by sex (%);Total;2019;14.605;;;Repository: ILO-STATISTICS - Micro data processing
Trinidad and Tobago;LFS - Continuous Sample Survey of the Population;Share of youth not in employment, education or training (NEET) by sex (%);Male;2019;11.303;;;Repository: ILO-STATISTICS - Micro data processing
Trinidad and Tobago;LFS - Continuous Sample Survey of the Population;Share of youth not in employment, education or training (NEET) by sex (%);Female;2019;18.19;;;Repository: ILO-STATISTICS - Micro data processing
Tunisia;LFS - National Population and Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2023;22.648;;;Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Tunisia;LFS - National Population and Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2023;24.43;;;Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Tunisia;LFS - National Population and Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2023;20.791;;;Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Tunisia;LFS - National Population and Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2022;23.768;;;Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Tunisia;LFS - National Population and Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2022;25.378;;;Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Tunisia;LFS - National Population and Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2022;22.086;;;Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Tunisia;LFS - National Population and Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2019;26.788;;;Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Tunisia;LFS - National Population and Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2019;26.986;;;Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Tunisia;LFS - National Population and Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2019;26.582;;;Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter
Türkiye;LFS - Household Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2023;22.494;;;Repository: ILO-STATISTICS - Micro data processing
Türkiye;LFS - Household Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2023;15.615;;;Repository: ILO-STATISTICS - Micro data processing
Türkiye;LFS - Household Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2023;29.776;;;Repository: ILO-STATISTICS - Micro data processing
Türkiye;LFS - Household Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2022;24.158;;;Repository: ILO-STATISTICS - Micro data processing
Türkiye;LFS - Household Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2022;16.359;;;Repository: ILO-STATISTICS - Micro data processing
Türkiye;LFS - Household Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2022;32.314;;;Repository: ILO-STATISTICS - Micro data processing
Türkiye;LFS - Household Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2021;24.753;;;Repository: ILO-STATISTICS - Micro data processing
Türkiye;LFS - Household Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2021;17.464;;;Repository: ILO-STATISTICS - Micro data processing
Türkiye;LFS - Household Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2021;32.37;;;Repository: ILO-STATISTICS - Micro data processing
Türkiye;LFS - Household Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2020;28.335;;;Repository: ILO-STATISTICS - Micro data processing
Türkiye;LFS - Household Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2020;21.218;;;Repository: ILO-STATISTICS - Micro data processing
Türkiye;LFS - Household Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2020;35.74;;;Repository: ILO-STATISTICS - Micro data processing
Türkiye;LFS - Household Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2019;26.052;;;Repository: ILO-STATISTICS - Micro data processing
Türkiye;LFS - Household Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2019;18.337;;;Repository: ILO-STATISTICS - Micro data processing
Türkiye;LFS - Household Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2019;33.977;;;Repository: ILO-STATISTICS - Micro data processing
Türkiye;LFS - Household Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2018;24.461;;;Repository: ILO-STATISTICS - Micro data processing
Türkiye;LFS - Household Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2018;15.643;;;Repository: ILO-STATISTICS - Micro data processing
Türkiye;LFS - Household Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2018;33.554;;;Repository: ILO-STATISTICS - Micro data processing
Türkiye;LFS - Household Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2017;24.188;;;Repository: ILO-STATISTICS - Micro data processing
Türkiye;LFS - Household Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2017;14.602;;;Repository: ILO-STATISTICS - Micro data processing
Türkiye;LFS - Household Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2017;34.046;;;Repository: ILO-STATISTICS - Micro data processing
Türkiye;LFS - Household Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2016;23.964;;;Repository: ILO-STATISTICS - Micro data processing
Türkiye;LFS - Household Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2016;14.563;;;Repository: ILO-STATISTICS - Micro data processing
Türkiye;LFS - Household Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2016;33.499;;;Repository: ILO-STATISTICS - Micro data processing
Türkiye;LFS - Household Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2015;24.032;;;Repository: ILO-STATISTICS - Micro data processing
Türkiye;LFS - Household Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2015;14.287;;;Repository: ILO-STATISTICS - Micro data processing
